#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/ebseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//ebseq/ebseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//ebseq/ebseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//ebseq/ebseq_package_default.db
# Output created at: 15:34:23
GeneID	log2foldchange	significance	Snf2	WT	GeneName	Description	Chromosome	Start	End	Strand
YBL096C	0.37	0.42	6.15	4.77	YBL096C	Non-essential protein of unknown function 	II	43174	43482	-1
YBL097W	-0.27	0.00191	129.35	156.31	BRN1	Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission 	II	40831	43095	1
YBL098W	0.21	2.29e-14	220.08	190.49	BNA4	Kynurenine 3-mono oxygenase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p; putative therapeutic target for Huntington disease 	II	39145	40527	1
YBL099W	0.1	0.0782	4099.15	3833.17	ATP1	Alpha subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated 	II	37053	38690	1
YBL100C	-0.46	0.000144	30.65	42.03	YBL100C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; almost completely overlaps the 5' end of ATP1 	II	36989	37303	-1
YBL100W-B	-1.25	0	271.6	645.34	YBL100W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	II	29935	35248	1
YBL100W-C	-0.39	0.719	3.29	4.32	YBL100W-C	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching 	II	28427	28546	1
YBL101C	-0.38	0.000176	888.4	1158.93	ECM21	Protein involved in regulating the endocytosis of plasma membrane proteins; identified as a substrate for ubiquitination by Rsp5p and deubiquitination by Ubp2p; promoter contains several Gcn4p binding elements 	II	24946	28299	-1
YBL102W	0.05	0.781	829.33	799.81	SFT2	Non-essential tetra-spanning membrane protein found mostly in the late Golgi, can suppress some sed5 alleles; may be part of the transport machinery, but precise function is unknown; similar to mammalian syntaxin 5 	II	24098	24745	1
YBL103C	-0.01	0.966	551.56	554.74	RTG3	Basic helix-loop-helix-leucine zipper (bHLH/Zip) transcription factor that forms a complex with another bHLH/Zip protein, Rtg1p, to activate the retrograde (RTG) and TOR pathways 	II	22076	23536	-1
YBL104C	0.02	0.961	429.01	422.72	SEA4	Subunit of the SEA (Seh1-associated) complex, a coatomer-related complex that associates dynamically with the vacuole; has an N-terminal beta-propeller fold and a C-terminal RING motif; promoter contains multiple GCN4 binding sites 	II	18177	21293	-1
YBL105C	0.06	0.826	1637.17	1569.68	PKC1	Protein serine/threonine kinase essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC) 	II	14241	17696	-1
YBL106C	0.22	2.29e-08	319.86	274.29	SRO77	Protein with roles in exocytosis and cation homeostasis; functions in docking and fusion of post-Golgi vesicles with plasma membrane; homolog of Sro7p and Drosophila lethal giant larvae tumor suppressor; interacts with SNARE protein Sec9p 	II	10847	13879	-1
YBL107C	-0.06	0.785	427.59	445.7	YBL107C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YBL107C is not an essential gene 	II	9961	10551	-1
YBL107W-A	0.11	0.907	11.32	10.46	YBL107W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2 	II	9268	9372	1
YBL108C-A	-0.09	0.967	16.31	17.39	PAU9	Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions 	II	7605	7733	-1
YBL108W	1.38	0.999	6.37	2.45	YBL108W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	II	8177	8482	1
YBL109W	0.66	0.000177	9.46	6	YBL109W	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data 	II	5790	6125	1
YBL111C	-0.08	0.87	176.77	186.67	YBL111C	Helicase-like protein encoded within the telomeric Y' element 	II	2907	5009	-1
YBL112C	0.01	0.935	43.37	43.1	YBL112C	Putative protein of unknown function; YBL112C is contained within TEL02L 	II	2582	2899	-1
YBL113C	0.46	8.43e-09	1237.72	898.25	YBL113C	Helicase-like protein encoded within the telomeric Y' element 	II	280	2658	-1
YBR001C	0.23	1.22e-15	898.78	767.26	NTH2	Putative neutral trehalase, required for thermotolerance and may mediate resistance to other cellular stresses 	II	238941	241283	-1
YBR002C	-0.27	9.63e-13	406.13	491.37	RER2	Cis-prenyltransferase involved in dolichol synthesis; participates in endoplasmic reticulum (ER) protein sorting 	II	241708	242568	-1
YBR003W	-0.03	0.959	776.08	794.03	COQ1	Hexaprenyl pyrophosphate synthetase, catalyzes the first step in ubiquinone (coenzyme Q) biosynthesis 	II	242809	244230	1
YBR004C	-0.04	0.916	559.91	574.66	GPI18	Functional ortholog of human PIG-V, which is a mannosyltransferase that transfers the second mannose in glycosylphosphatidylinositol biosynthesis; the authentic, non-tagged protein was localized to mitochondria 	II	244366	245667	-1
YBR005W	-0.1	0.942	1060.84	1139.47	RCR1	Protein of the ER membrane involved in cell wall chitin deposition; may function in the endosomal-vacuolar trafficking pathway, helping determine whether plasma membrane proteins are degraded or routed to the plasma membrane 	II	245906	246547	1
YBR006W	0.33	1.7e-10	652.46	520.52	UGA2	Succinate semialdehyde dehydrogenase involved in the utilization of gamma-aminobutyrate (GABA) as a nitrogen source; part of the 4-aminobutyrate and glutamate degradation pathways; localized to the cytoplasm 	II	247010	248503	1
YBR007C	0.39	0	575.08	437.99	DSF2	Deletion suppressor of mpt5 mutation 	II	248806	251016	-1
YBR008C	0.33	0	449.27	356.32	FLR1	Plasma membrane multidrug transporter of the major facilitator superfamily, involved in efflux of fluconazole, diazaborine, benomyl, methotrexate, and other drugs; expression induced in cells treated with the mycotoxin patulin 	II	252563	254209	-1
YBR009C	0.24	1.17e-13	7051.68	5960.2	HHF1	Histone H4, core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity 	II	255373	255684	-1
YBR010W	0.31	2.68e-12	5864.97	4716.09	HHT1	Histone H3, core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT2); regulated by acetylation, methylation, and phosphorylation 	II	256331	256741	1
YBR011C	0.37	0	12457.33	9617.25	IPP1	Cytoplasmic inorganic pyrophosphatase (PPase), homodimer that catalyzes the rapid exchange of oxygens from Pi with water, highly expressed and essential for viability, active-site residues show identity to those from E. coli PPase 	II	257112	257975	-1
YBR012C	-0.73	0	33.88	56.15	YBR012C	Dubious open reading frame, unlikely to encode a functional protein; expression induced by iron-regulated transcriptional activator Aft2p 	II	259147	259566	-1
YBR012W-B	-2.04	0	469.05	1931.83	YBR012W-B	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes 	II	259869	265140	1
YBR013C	0.1	0.661	89.77	83.82	YBR013C	Putative protein of unknown function, haploid deletion mutant exhibits synthetic phenotype with alpha-synuclein 	II	265492	265881	-1
YBR014C	0.57	0	642.67	433.7	GRX7	Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; functional overlap with GRX6 	II	266725	267336	-1
YBR015C	-0.01	0.977	1896.39	1909.47	MNN2	Alpha-1,2-mannosyltransferase, responsible for addition of the first alpha-1,2-linked mannose to form the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment 	II	267710	269503	-1
YBR016W	0.2	0.163	1895.05	1652.3	YBR016W	Tail-anchored plasma membrane protein containing a conserved CYSTM module; predicted to be palmitoylated; has similarity to hydrophilins, which are involved in the adaptive response to hyperosmotic conditions 	II	270247	270633	1
YBR017C	-0.53	0	902.85	1302.26	KAP104	Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-binding proteins Nab2p and Hrp1p; regulates asymmetric protein synthesis in daughter cells during mitosis 	II	270947	273703	-1
YBR018C	0.92	0	90.28	47.61	GAL7	Galactose-1-phosphate uridyl transferase, synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism 	II	274427	275527	-1
YBR019C	0.07	0.826	132.37	126.15	GAL10	UDP-glucose-4-epimerase, catalyzes the interconversion of UDP-galactose and UDP-D-glucose in galactose metabolism; also catalyzes the conversion of alpha-D-glucose or alpha-D-galactose to their beta-anomers 	II	276253	278352	-1
YBR020W	0.41	0	182.17	136.96	GAL1	Galactokinase, phosphorylates alpha-D-galactose to alpha-D-galactose-1-phosphate in the first step of galactose catabolism; expression regulated by Gal4p 	II	279021	280607	1
YBR021W	-0.22	5.37e-06	179.47	208.86	FUR4	Uracil permease, localized to the plasma membrane; expression is tightly regulated by uracil levels and environmental cues 	II	281443	283344	1
YBR022W	-0.46	0	187.77	258.14	POA1	Phosphatase that is highly specific for ADP-ribose 1''-phosphate, a tRNA splicing metabolite; may have a role in regulation of tRNA splicing 	II	283738	284271	1
YBR023C	0.28	0	1722.71	1418.13	CHS3	Chitin synthase III, catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin, the chitin ring during bud emergence, and spore wall chitosan 	II	284428	287925	-1
YBR024W	0.02	0.944	285.97	281.37	SCO2	Protein anchored to the mitochondrial inner membrane, similar to Sco1p and may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p 	II	289445	290350	1
YBR025C	-0.63	0	4283.62	6610.04	OLA1	P-loop ATPase with similarity to human OLA1 and bacterial YchF; identified as specifically interacting with the proteasome; protein levels are induced by hydrogen peroxide 	II	290681	291865	-1
YBR026C	0.02	0.954	806.88	795.43	ETR1	2-enoyl thioester reductase, member of the medium chain dehydrogenase/reductase family; localized to in mitochondria, where it has a probable role in fatty acid synthesis 	II	292877	294019	-1
YBR027C	0.05	0.897	20.43	19.74	YBR027C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	II	294024	294356	-1
YBR028C	-0.35	0	373.68	477.64	YPK3	An AGC kinase phosphorylated by cAMP-dependent protein kinase (PKA) in a TORC1-dependent manner 	II	294425	296002	-1
YBR029C	-0.32	0	699.87	872.2	CDS1	Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase); an enzyme that catalyzes that conversion of CTP + phosphate into diphosphate + CDP-diaclglyerol, a critical step in the synthesis of all major yeast phospholipids 	II	296369	297742	-1
YBR030W	-0.34	3.63e-11	312.3	396.66	RKM3	Ribosomal lysine methyltransferase specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein 	II	298292	299950	1
YBR031W	-0.36	4.33e-14	21012.69	26977.72	RPL4A	N-terminally acetylated protein component of the large (60S) ribosomal subunit, nearly identical to Rpl4Bp and has similarity to E. coli L4 and rat L4 ribosomal proteins 	II	300166	301254	1
YBR032W	-0.27	0.435	120.78	145.53	YBR032W	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data 	II	301519	301821	1
YBR033W	0.12	0.0497	260.75	239.53	EDS1	Putative zinc cluster protein; YBR033W is not an essential gene 	II	301944	304703	1
YBR034C	-1.28	0	668.22	1625.45	HMT1	Nuclear SAM-dependent mono- and asymmetric arginine dimethylating methyltransferase that modifies hnRNPs, including Npl3p and Hrp1p, affecting their activity and nuclear export; methylates U1 snRNP protein Snp1p and ribosomal protein Rps2p 	II	304930	305976	-1
YBR035C	0.46	0	1408.88	1027.61	PDX3	Pyridoxine (pyridoxamine) phosphate oxidase, has homologs in E. coli and Myxococcus xanthus; transcription is under the general control of nitrogen metabolism 	II	306269	306955	-1
YBR036C	0.09	0.752	3048.3	2871.7	CSG2	Endoplasmic reticulum membrane protein, required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations 	II	309081	310313	-1
YBR037C	0.2	4.93e-08	530.36	461.39	SCO1	Copper-binding protein of the mitochondrial inner membrane, required for cytochrome c oxidase activity and respiration; may function to deliver copper to cytochrome c oxidase; has similarity to thioredoxins 	II	310565	311452	-1
YBR038W	-0.45	0	416.82	569.88	CHS2	Chitin synthase II; catalyzes transfer of N-acetylglucosamine (GlcNAc) to chitin upon activation of zymogenic form; required for chitin synthesis in the primary septum during cytokinesis; localization regulated by Cdk1p during mitosis 	II	311898	314789	1
YBR039W	0.21	9.81e-14	1762.33	1518.5	ATP3	Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis 	II	315575	316510	1
YBR040W	0.08	0.998	2.71	2.56	FIG1	Integral membrane protein required for efficient mating; may participate in or regulate the low affinity Ca2+ influx system, which affects intracellular signaling and cell-cell fusion during mating 	II	316968	317864	1
YBR041W	-0.27	0	933.81	1123.44	FAT1	Very long chain fatty acyl-CoA synthetase and long chain fatty acid transporter; activates imported fatty acids with a preference for very long lengths (C20-C26); has a separate function in the transport of long chain fatty acids 	II	318266	320275	1
YBR042C	-0.1	0.00261	506.33	542.61	CST26	Protein required for incorporation of stearic acid into phosphatidylinositol; affects chromosome stability when overexpressed 	II	320416	321609	-1
YBR043C	0.45	0	841.05	615.99	QDR3	Multidrug transporter of the major facilitator superfamily, has a role in polyamine homeostasis; expression is upregulated under polyamine stress; required for resistance to quinidine, barban, cisplatin, and bleomycin 	II	321876	323945	-1
YBR044C	-0.01	0.977	550.67	555.81	TCM62	Protein involved in the assembly of the mitochondrial succinate dehydrogenase complex; putative chaperone 	II	324341	326059	-1
YBR045C	0.06	0.909	83.8	80.12	GIP1	Meiosis-specific regulatory subunit of the Glc7p protein phosphatase, regulates spore wall formation and septin organization, required for expression of some late meiotic genes and for normal localization of Glc7p 	II	328173	330092	-1
YBR046C	0.15	0.337	699.97	629.43	ZTA1	NADPH-dependent quinone reductase, GFP-tagged protein localizes to the cytoplasm and nucleus; has similarity to E. coli quinone oxidoreductase and to human zeta-crystallin 	II	330507	331511	-1
YBR047W	-0.36	0.00428	81.28	103.99	FMP23	Putative protein of unknown function; proposed to be involved in iron or copper homeostasis; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	II	331833	332360	1
YBR048W	-0.44	1.84e-13	8557.74	11589.49	RPS11B	Protein component of the small (40S) ribosomal subunit; identical to Rps11Ap and has similarity to E. coli S17 and rat S11 ribosomal proteins 	II	332831	333812	1
YBR049C	-0.16	3.22e-08	627.93	703.12	REB1	RNA polymerase I enhancer binding protein; DNA binding protein which binds to genes transcribed by both RNA polymerase I and RNA polymerase II; required for termination of RNA polymerase I transcription 	II	334386	336818	-1
YBR050C	-0.6	8.14e-11	183.3	278.3	REG2	Regulatory subunit of the Glc7p type-1 protein phosphatase; involved with Reg1p, Glc7p, and Snf1p in regulation of glucose-repressible genes, also involved in glucose-induced proteolysis of maltose permease 	II	337183	338199	-1
YBR051W	-0.06	0.994	11.19	11.7	YBR051W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partiallly overlaps the REG2/YBR050C regulatory subunit of the Glc7p type-1 protein phosphatase 	II	337988	338338	1
YBR052C	0.35	0	2592.64	2038.47	RFS1	Protein of unknown function; member of a flavodoxin-like fold protein family that includes Pst2p and Ycp4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern 	II	338720	339352	-1
YBR053C	0.14	0.59	796.23	722.88	YBR053C	Putative protein of unknown function; induced by cell wall perturbation 	II	339675	340751	-1
YBR054W	-1.91	0	141.2	530.5	YRO2	Protein of unknown function with similarity to archaeal rhodopsins; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; transcriptionally regulated by Haa1p 	II	343101	344135	1
YBR055C	0.33	0	533.24	424.93	PRP6	Splicing factor, component of the U4/U6-U5 snRNP complex 	II	344602	347301	-1
YBR056W	-0.04	0.971	1194.06	1228.69	YBR056W	Putative cytoplasmic protein of unknown function 	II	347879	349384	1
YBR056W-A	-0.75	0.000455	9.27	15.57	YBR056W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YBR056C-B 	II	351255	351455	1
YBR057C	0.22	0	857.03	735.27	MUM2	Cytoplasmic protein essential for meiotic DNA replication and sporulation; interacts with Orc2p, which is a component of the origin recognition complex 	II	352193	353293	-1
YBR058C	0.01	0.976	759.55	756.29	UBP14	Ubiquitin-specific protease that specifically disassembles unanchored ubiquitin chains; involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; similar to human isopeptidase T 	II	353672	356017	-1
YBR058C-A	0.2	0.00113	649.23	564.02	TSC3	Protein that stimulates the activity of serine palmitoyltransferase (Lcb1p, Lcb2p) several-fold; involved in sphingolipid biosynthesis 	II	356324	356566	-1
YBR059C	0.39	0	2434.98	1859.74	AKL1	Ser-Thr protein kinase, member (with Ark1p and Prk1p) of the Ark kinase family; involved in endocytosis and actin cytoskeleton organization 	II	356861	360187	-1
YBR060C	-0.21	4.39e-08	390.88	453.2	ORC2	Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; interacts with Spp1p and with trimethylated histone H3; phosphorylated by Cdc28p 	II	360652	362514	-1
YBR061C	-0.66	0	174.22	275.01	TRM7	2'-O-ribose methyltransferase, methylates the 2'-O-ribose of nucleotides at positions 32 and 34 of the tRNA anticodon loop 	II	364787	365719	-1
YBR062C	0.14	0.0282	448.94	408.21	YBR062C	Protein of unknown function that interacts with Msb2p; may play a role in activation of the filamentous growth pathway. 	II	365976	366600	-1
YBR063C	0.22	0.0371	160.95	138.15	YBR063C	Putative protein of unknown function; YBR063C is not an essential gene 	II	366970	368184	-1
YBR064W	-0.36	1	0.29	0.38	YBR064W	Dubious open reading frame unlikely to encode a protein; partially overlaps the uncharacterized ORF YBR063C 	II	367763	368191	1
YBR065C	-0.42	1.73e-12	78.66	105.22	ECM2	Pre-mRNA splicing factor, facilitates the cooperative formation of U2/U6 helix II in association with stem II in the spliceosome, function may be regulated by Slu7p 	II	368584	369678	-1
YBR066C	0.03	0.951	340.54	333.55	NRG2	Transcriptional repressor that mediates glucose repression and negatively regulates filamentous growth; has similarity to Nrg1p 	II	370037	370699	-1
YBR067C	-2.91	0	995.15	7454.79	TIP1	Major cell wall mannoprotein with possible lipase activity; transcription is induced by heat- and cold-shock; member of the Srp1p/Tip1p family of serine-alanine-rich proteins 	II	372103	372735	-1
YBR068C	-0.83	0	2898.45	5160.48	BAP2	High-affinity leucine permease, functions as a branched-chain amino acid permease involved in the uptake of leucine, isoleucine and valine; contains 12 predicted transmembrane domains 	II	373861	375690	-1
YBR069C	-1.23	0	966.02	2266.72	TAT1	Amino acid transport protein for valine, leucine, isoleucine, and tyrosine, low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance 	II	376574	378433	-1
YBR070C	1.56	0	622.39	210.58	ALG14	Component of UDP-GlcNAc transferase required for the second step of dolichyl-linked oligosaccharide synthesis; anchors the catalytic subunit Alg13p to the ER membrane; similar to bacterial and human glycosyltransferases 	II	379221	379934	-1
YBR071W	0.38	0	673.45	516.93	YBR071W	Protein of unknown function found in the cytoplasm and bud neck; mRNA expression may be regulated by the cell cycle and/or cell wall stress; overexpression of YBR071W affects endocytic protein trafficking 	II	380411	381046	1
YBR072C-A	1.46	2.35e-11	5.71	2.07	YBR072C-A	Putative protein of unknown function; identified by fungal homology and RT-PCR 	II	382860	383021	-1
YBR072W	0.09	0.9	181.38	170.7	HSP26	Small heat shock protein (sHSP) with chaperone activity; forms hollow, sphere-shaped oligomers that suppress unfolded proteins aggregation; oligomer activation requires heat-induced conformational change; also has mRNA binding activity 	II	382030	382674	1
YBR073W	0.31	0	1110.35	898.37	RDH54	DNA-dependent ATPase, stimulates strand exchange by modifying the topology of double-stranded DNA; involved in recombinational repair of DNA double-strand breaks during mitosis and meiosis; proposed to be involved in crossover interference 	II	383112	385988	1
YBR074W	-0.05	0.725	699.4	725.17	YBR074W	Putative metalloprotease 	II	386286	389216	1
YBR076C-A	0.64	0	227.86	145.86	YBR076C-A	Dubious open reading frame unlikely to encode a protein; partially overlaps verified gene ECM8; identified by fungal homology and RT-PCR 	II	391351	391617	-1
YBR076W	0.29	1.18e-05	90.43	73.95	ECM8	Non-essential protein of unknown function 	II	390227	391291	1
YBR077C	0.69	0	677.2	418.83	SLM4	Component of the EGO complex, which is involved in the regulation of microautophagy, and of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; gene exhibits synthetic genetic interaction with MSS4 	II	391805	392293	-1
YBR078W	-0.19	1.68e-06	9731.74	11067.17	ECM33	GPI-anchored protein of unknown function, has a possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p and Pst1p 	II	393123	394742	1
YBR079C	-0.61	0	2937.68	4474.44	RPG1	eIF3a subunit of the core complex of translation initiation factor 3 (eIF3), essential for translation; part of a Prt1p-Rpg1p-Nip1p subcomplex that stimulates binding of mRNA and tRNA(i)Met to ribosomes; involved in translation reinitiation 	II	395383	398277	-1
YBR080C	-0.08	0.00106	1191.29	1259.29	SEC18	ATPase required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, autophagy, and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian NSF 	II	398614	400890	-1
YBR081C	0.21	4.25e-06	764.03	658.72	SPT7	Subunit of the SAGA transcriptional regulatory complex, involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex 	II	401253	405251	-1
YBR082C	0.12	0.0135	4458.62	4100.97	UBC4	Ubiquitin-conjugating enzyme (E2), mediates degradation of abnormal or excess proteins, including calmodulin and histone H3; interacts with many SCF ubiquitin protein ligases; component of the cellular stress response 	II	406628	407169	-1
YBR083W	-0.06	0.844	612.29	636.28	TEC1	Transcription factor targeting filamentation genes and Ty1 expression; Ste12p activation of most filamentation gene promoters depends on Tec1p and Tec1p transcriptional activity is dependent on its association with Ste12p; binds to TCS elements upst /.../f filamentation genes, which are regulated by Tec1p/Ste12p/Dig1p complex; competes with Dig2p for binding to Ste12p/Dig1p; positive regulator of chronological life span; TEA/ATTS DNA-binding domain family member 	II	409169	410629	1
YBR084C-A	-0.24	2.55e-14	9061	10691.17	RPL19A	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl19Bp and has similarity to rat L19 ribosomal protein; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal 	II	414186	415261	-1
YBR084W	-0.34	3.36e-08	1777.13	2252.68	MIS1	Mitochondrial C1-tetrahydrofolate synthase, involved in interconversion between different oxidation states of tetrahydrofolate (THF); provides activities of formyl-THF synthetase, methenyl-THF cyclohydrolase, and methylene-THF dehydrogenase 	II	411054	413981	1
YBR085C-A	0.11	0.916	1370.6	1273.14	YBR085C-A	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus 	II	418907	419164	-1
YBR085W	-1	0	140.1	279.66	AAC3	Mitochondrial inner membrane ADP/ATP translocator, exchanges cytosolic ADP for mitochondrially synthesized ATP; expressed under anaerobic conditions; similar to Pet9p and Aac1p; has roles in maintenance of viability and in respiration 	II	415983	416906	1
YBR086C	-0.09	0.148	2800.66	2986.82	IST2	Plasma membrane protein that may be involved in osmotolerance, localizes to the mother cell in small-budded cells and to the bud in medium- and large-budded cells; mRNA is transported to the bud tip by an actomyosin-driven process 	II	420201	423041	-1
YBR087W	-0.04	0.822	450.11	463.24	RFC5	Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon 	II	423765	424829	1
YBR088C	0.26	5.19e-05	100.9	84.2	POL30	Proliferating cell nuclear antigen (PCNA), functions as the sliding clamp for DNA polymerase delta; may function as a docking site for other proteins required for mitotic and meiotic chromosomal DNA replication and for DNA repair 	II	424990	425766	-1
YBR089C-A	0.4	4.44e-16	1002.24	759.06	NHP6B	High-mobility group (HMG) protein that binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to the chromosomes; functionally redundant with Nhp6Ap; homologous to mammalian HMGB1 and HMGB2 	II	426190	426489	-1
YBR089W	0.35	0.932	0.7	0.55	YBR089W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene POL30 	II	425183	425782	1
YBR090C	0.57	2.13e-08	26.58	17.85	YBR090C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus 	II	426333	427058	-1
YBR091C	0.01	0.939	181.46	180	TIM12	Essential protein of the inner mitochondrial membrane, peripherally localized; component of the TIM22 complex, which is a twin-pore translocase that mediates insertion of numerous multispanning inner membrane proteins 	II	427155	427484	-1
YBR092C	-2.75	0	341.72	2302.49	PHO3	Constitutively expressed acid phosphatase similar to Pho5p; brought to the cell surface by transport vesicles; hydrolyzes thiamin phosphates in the periplasmic space, increasing cellular thiamin uptake; expression is repressed by thiamin 	II	427698	429101	-1
YBR093C	-2.3	0	422.03	2072.79	PHO5	Repressible acid phosphatase (1 of 3) that also mediates extracellular nucleotide-derived phosphate hydrolysis; secretory pathway derived cell surface glycoprotein; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2 	II	429548	430951	-1
YBR094W	-0.28	1.43e-14	377.94	458.83	PBY1	Putative tubulin tyrosine ligase associated with P-bodies 	II	432036	434297	1
YBR095C	0.11	0.0084	409.98	378.77	RXT2	Subunit of the histone deacetylase Rpd3L complex; possibly involved in cell fusion and invasive growth 	II	434406	435698	-1
YBR096W	0.25	2.72e-11	708.94	596.98	YBR096W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER 	II	436021	436713	1
YBR097W	-0.18	1.27e-08	277.9	315.69	VPS15	Myristoylated serine/threonine protein kinase involved in vacuolar protein sorting; functions as a membrane-associated complex with Vps34p; active form recruits Vps34p to the Golgi membrane; interacts with the GDP-bound form of Gpa1p 	II	436951	441315	1
YBR098W	0.23	1.64e-09	200.94	171.82	MMS4	Subunit of the structure-specific Mms4p-Mus81p endonuclease that cleaves branched DNA; involved in recombination, DNA repair, and joint molecule formation/resolution during meiotic recombination 	II	441515	443590	1
YBR101C	-0.27	1.85e-11	722.68	872.57	FES1	Hsp70 (Ssa1p) nucleotide exchange factor, cytosolic homolog of Sil1p, which is the nucleotide exchange factor for BiP (Kar2p) in the endoplasmic reticulum 	II	443821	444693	-1
YBR102C	0.04	0.925	409.56	397.2	EXO84	Essential protein with dual roles in spliceosome assembly and exocytosis; the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p) mediates polarized targeting of secretory vesicles to active sites of exocytosis 	II	445062	447323	-1
YBR103C-A	0.96	0.283	1.66	0.85	YBR103C-A	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; identified by homology to related yeast 	II	449320	449463	-1
YBR103W	0.35	0	658.57	517.55	SIF2	WD40 repeat-containing subunit of the Set3C histone deacetylase complex, which represses early/middle sporulation genes; antagonizes telomeric silencing; binds specifically to the Sir4p N-terminus 	II	447709	449316	1
