#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/edgeR.R /cluster/gjb_lab/pschofield/scratch/NOBACK//edgeR/edgeR_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//edgeR/edgeR_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//edgeR/edgeR_package_default.db
# Output created at: 07:06:59
GeneID	log2foldchange	significance	Snf2	WT	GeneName	Description	Chromosome	Start	End	Strand
YFR016C	-0.15	0.000189	161.14	144.99	YFR016C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and bud; interacts with Spa2p; YFL016C is not an essential gene 	VI	177042	180743	-1
YFR017C	0.2	0.0199	168.49	192.92	IGD1	Cytoplasmic protein that inhibits Gdb1p glycogen debranching activity; required for normal intracellular accumulation of glycogen; phosphorylated in vivo; expression increases during wine fermentation 	VI	182274	182861	-1
YFR018C	-0.14	0.00685	158.91	144.08	YFR018C	Putative protein of unknown function 	VI	183131	184222	-1
YFR019W	0.04	0.195	69.04	71.19	FAB1	1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2, which is involved in vacuolar sorting and homeostasis 	VI	184502	191338	1
YFR020W	-0.18	2.27e-07	55.7	49.12	YFR020W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	VI	192737	193435	1
YFR021W	0.09	0.00933	60.26	64.35	ATG18	Phosphoinositide binding protein required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; binds both phosphatidylinositol (3,5)-bisphosphate and phosphatidylinositol 3-phosphate; WD-40 repeat protein 	VI	194812	196314	1
YFR022W	-0.02	0.556	44.51	43.91	ROG3	Protein that binds the ubiquitin ligase Rsp5p via its 2 PY motifs; has similarity to Rod1p; mutation suppresses the temperature sensitivity of an mck1 rim11 double mutant; proposed to regulate the endocytosis of plasma membrane proteins 	VI	196833	199034	1
YFR023W	-0.75	2.87e-11	1.61	0.96	PES4	Poly(A) binding protein, suppressor of DNA polymerase epsilon mutation, similar to Mip6p 	VI	199874	201709	1
YFR024C-A	-0.42	3.28e-32	287.67	215.66	LSB3	Protein containing a C-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization 	VI	201960	203433	-1
YFR025C	-0.39	3.65e-28	96.03	73.29	HIS2	Histidinolphosphatase, catalyzes the eighth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control 	VI	203743	204750	-1
YFR026C	-0.9	6.81e-71	11.22	6	ULI1	Putative protein of unknown function involved in and induced by the endoplasmic reticulum unfolded protein response 	VI	205748	206257	-1
YFR027W	-0.81	3.76e-88	29.54	16.83	ECO1	Acetyltransferase required for establishment of sister chromatid cohesion; modifies Smc3p at replication forks and Mcd1p in response to ds DNA breaks; has a C2H2-type zinc finger; mutations in human homolog ESCO2 cause Roberts syndrome 	VI	207452	208297	1
YFR028C	-0.02	0.52	84.21	82.81	CDC14	Protein phosphatase required for mitotic exit; located in the nucleolus until liberated by the FEAR and Mitotic Exit Network in anaphase, enabling it to act on key substrates to effect a decrease in CDK/B-cyclin activity and mitotic exit; required f /.../osis I spindle disassembly; released from nucleolus upon entry into anaphase I of meiosis, resequestered in metaphase II, then released again upon entry into anaphase II; maintained in nucleolus by Cdc55p in early meiosis 	VI	208413	210068	-1
YFR029W	-0.31	2.93e-10	55.3	44.65	PTR3	Component of the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p), which senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes 	VI	210937	212973	1
YFR030W	-1.06	3.42e-106	121.72	58.28	MET10	Subunit alpha of assimilatory sulfite reductase, which converts sulfite into sulfide 	VI	213312	216419	1
YFR031C	-0.36	1.95e-16	91.73	71.18	SMC2	Subunit of the condensin complex; essential SMC chromosomal ATPase family member that forms a complex with Smc4p to form the active ATPase; Smc2p/Smc4p complex binds DNA; required for clustering of tRNA genes at the nucleolus 	VI	216594	220106	-1
YFR031C-A	0.4	5.05e-19	1663.42	2195.43	RPL2A	Protein component of the large (60S) ribosomal subunit, identical to Rpl2Bp and has similarity to E. coli L2 and rat L8 ribosomal proteins 	VI	220507	221418	-1
YFR032C	0.45	0.00651	6.19	8.43	RRT5	Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation 	VI	222090	222959	-1
YFR032C-A	0.17	0.0108	868.7	975.21	RPL29	Protein component of the large (60S) ribosomal subunit, has similarity to rat L29 ribosomal protein; not essential for translation, but required for proper joining of the large and small ribosomal subunits and for normal translation rate 	VI	223258	223437	-1
YFR032C-B	-0.27	0.00711	2.15	1.76	YFR032C-B	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching 	VI	223710	223973	-1
YFR033C	-0.35	2.23e-06	190.72	149.88	QCR6	Subunit 6 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; highly acidic protein; required for maturation of cytochrome c1 	VI	224326	224769	-1
YFR034C	-0.14	0.0445	62.6	56.7	PHO4	Basic helix-loop-helix (bHLH) transcription factor of the myc-family; activates transcription cooperatively with Pho2p in response to phosphate limitation; binding to 'CACGTG' motif is regulated by chromatin restriction, competitive binding of Cbf1p /.../e same DNA binding motif and cooperation with Pho2p,; function is regulated by phosphorylation at multiple sites and by phosphate availability 	VI	225020	225958	-1
YFR034W-A	-0.74	2.67e-05	0.53	0.3	YFR034W-A	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps YFR035C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching 	VI	226022	226309	1
YFR035C	-0.86	5.39e-32	26.26	14.54	YFR035C	Putative protein of unknown function, deletion mutant exhibits synthetic phenotype with alpha-synuclein 	VI	226121	226465	-1
YFR036W	-0.1	0.307	17.83	16.69	CDC26	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition 	VI	226963	227337	1
YFR036W-A	-0.24	0.282	1.13	0.95	YFR036W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene RSC8 	VI	227451	228101	1
YFR037C	0.27	3.36e-17	135.58	163.12	RSC8	Component of the RSC chromatin remodeling complex; essential for viability and mitotic growth; homolog of SWI/SNF subunit Swi3p, but unlike Swi3p, does not activate transcription of reporters 	VI	227513	229186	-1
YFR038W	-0.2	8.63e-07	60.57	52.68	IRC5	Putative ATPase containing the DEAD/H helicase-related sequence motif; null mutant displays increased levels of spontaneous Rad52p foci 	VI	229380	231941	1
YFR039C	-0.24	2.71e-16	63.57	53.66	YFR039C	Putative protein of unknown function; may be involved in response to high salt and changes in carbon source; deletion mutant has decreased spore survival in Drosophila feces 	VI	232012	233544	-1
YFR040W	0.04	0.345	202.4	207.54	SAP155	Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap185p, and Sap190p 	VI	234242	237250	1
YFR041C	-0.45	6.13e-51	85.85	62.67	ERJ5	Type I membrane protein with a J domain is required to preserve the folding capacity of the endoplasmic reticulum; loss of the non-essential ERJ5 gene leads to a constitutively induced unfolded protein response 	VI	237368	238255	-1
YFR042W	-0.49	1.32e-22	40.68	28.92	KEG1	Integral membrane protein of the ER; physically interacts with Kre6p; has a role in the synthesis of beta-1,6-glucan in the cell wall; required for cell viability 	VI	238458	239060	1
YFR043C	-0.23	3.31e-08	20.32	17.29	IRC6	Putative protein of unknown function; null mutant displays increased levels of spontaneous Rad52p foci 	VI	239114	239827	-1
YFR044C	0.09	0.0129	300.03	319.82	DUG1	Cys-Gly metallo-di-peptidase; forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p) 	VI	239992	241437	-1
YFR045W	-0.05	0.283	47.38	45.76	YFR045W	Putative mitochondrial transport protein; null mutant is viable, exhibits decreased levels of chitin and normal resistance to calcofluor white 	VI	241998	242999	1
YFR046C	-0.31	5.42e-30	38.95	31.33	CNN1	Kinetochore protein of unknown function; associated with the essential kinetochore proteins Nnf1p and Spc24p; phosphorylated by both Clb5-Cdk1 and, to a lesser extent, Clb2-Cdk1. 	VI	243074	244159	-1
YFR047C	-0.41	1.32e-18	170.82	129.03	BNA6	Quinolinate phosphoribosyl transferase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p 	VI	244279	245166	-1
YFR048W	-0.08	0.0125	45.9	43.41	RMD8	Cytosolic protein required for sporulation 	VI	246146	248134	1
YFR049W	-0.15	0.0212	71.54	64.76	YMR31	Mitochondrial ribosomal protein of the small subunit, has similarity to human mitochondrial ribosomal protein MRP-S36 	VI	248523	248894	1
YFR050C	0.08	0.0143	248.9	262.32	PRE4	Beta 7 subunit of the 20S proteasome 	VI	249066	249866	-1
YFR051C	0.17	5.4e-09	277.3	311.13	RET2	Delta subunit of the coatomer complex (COPI), which coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER 	VI	250163	251803	-1
YFR052C-A	1.29	1.6e-17	17.21	42.19	YFR052C-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	VI	253429	253734	-1
YFR052W	-0.2	3.65e-13	174.33	152.19	RPN12	Subunit of the 19S regulatory particle of the 26S proteasome lid; synthetically lethal with RPT1, which is an ATPase component of the 19S regulatory particle; physically interacts with Nob1p and Rpn3p 	VI	252505	253329	1
YFR053C	1.98	6.66e-56	315.16	1246.54	HXK1	Hexokinase isoenzyme 1, a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves the hexokinase Hxk2p 	VI	253592	255049	-1
YFR054C	-0.36	7.48e-05	2.88	2.25	YFR054C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	VI	258855	259433	-1
YFR055W	2.04	0	45.24	186.6	IRC7	Beta-lyase involved in the production of thiols; null mutant displays increased levels of spontaneous Rad52p foci; expression induced by nitrogen limitation in a GLN3, GAT1-dependent manner and by copper levels in a Mac1-dependent manner 	VI	264204	265226	1
YFR056C	0.13	0.31	1.29	1.42	YFR056C	Dubious open reading frame unlikely to encode a protein based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YFR055W 	VI	263957	264325	-1
YFR057W	-1.25	0.0107	0.04	0.01	YFR057W	Putative protein of unknown function 	VI	269061	269516	1
YGL001C	0.14	4.73e-05	169.34	187.05	ERG26	C-3 sterol dehydrogenase, catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis 	VII	495453	496502	-1
YGL002W	-0.34	6.06e-26	71.13	56.26	ERP6	Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	VII	494517	495167	1
YGL003C	-0.28	3.25e-15	99.59	82.18	CDH1	Cell-cycle regulated activator of the anaphase-promoting complex/cyclosome (APC/C), which directs ubiquitination of cyclins resulting in mitotic exit; targets the APC/C to specific substrates including Cdc20p, Ase1p, Cin8p and Fin1p 	VII	492474	494174	-1
YGL004C	-0.38	1.54e-38	55.44	42.6	RPN14	Proteasome-interacting protein involved in the assembly of the base subcomplex of the 19S proteasome regulatory particle (RP); null mutants accumulate ubiquitinated Gcn4p and display decreased 26S proteasome stability; interacts with Rpt5p 	VII	490703	491956	-1
YGL005C	-0.3	2.93e-20	50.53	41.16	COG7	Component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments 	VII	489708	490547	-1
YGL006W	-0.02	0.782	289.61	286.47	PMC1	Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions; prevents growth inhibition by activation of calcineurin in the presence of elevated concentrations of calcium; similar to mammalian PMCA1a 	VII	485921	489442	1
YGL006W-A	-0.11	0.56	0.64	0.59	YGL006W-A	Putative protein of unknown function; identified by SAGE 	VII	485423	485533	1
YGL007C-A	-2.64	2.58e-71	2.08	0.32	YGL007C-A	Putative protein of unknown function, identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; deletion exhibits slow-growth phenotype; computationally predicted to have a role in cell budding 	VII	482941	483027	-1
YGL007W	-1.25	1.48e-32	2.92	1.22	BRP1	Dubious ORF located in the upstream region of PMA1, deletion leads to polyamine resistance due to downregulation of PMA1 	VII	483260	483637	1
YGL008C	0.84	1.92e-81	1969.07	3523	PMA1	Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+] 	VII	479910	482666	-1
YGL009C	0.24	7.67e-16	406.49	480.46	LEU1	Isopropylmalate isomerase, catalyzes the second step in the leucine biosynthesis pathway 	VII	476313	478652	-1
YGL010W	-0.42	2.97e-17	32.65	24.38	YGL010W	Putative protein of unknown function; YGL010W is not an essential gene 	VII	475545	476069	1
YGL011C	-0.06	0.0578	338.28	324.31	SCL1	Alpha 1 subunit of the 20S proteasome involved in the degradation of ubiquitinated substrates; 20S proteasome is the core complex of the 26S proteasome; essential for growth; detected in the mitochondria 	VII	474489	475247	-1
YGL012W	-0.21	3.87e-09	533.3	461.95	ERG4	C-24(28) sterol reductase, catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol 	VII	472855	474276	1
YGL013C	-0.01	0.729	56.88	56.26	PDR1	Zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes 	VII	469092	472298	-1
YGL014W	0.01	0.795	155.91	156.89	PUF4	Member of the PUF protein family, which is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors 	VII	466141	468807	1
YGL015C	-0.26	0.0586	1.07	0.87	YGL015C	Putative protein of unknown function; null mutants accumulate cargo in the Golgi 	VII	465043	465435	-1
YGL016W	0.43	5.86e-19	32.69	44.08	KAP122	Karyopherin beta, responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance 	VII	461666	464911	1
YGL017W	-0.2	4.56e-15	59.3	51.78	ATE1	Arginyl-tRNA-protein transferase, catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway 	VII	459854	461365	1
YGL018C	0.04	0.542	26.46	27.17	JAC1	Specialized J-protein that functions with Hsp70 in Fe-S cluster biogenesis in mitochondria, involved in iron metabolism; contains a J domain typical to J-type chaperones; localizes to the mitochondrial matrix 	VII	459110	459664	-1
YGL019W	0.07	0.0693	178.25	187.37	CKB1	Beta regulatory subunit of casein kinase 2 (CK2), a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2, comprised of CKA1, CKA2, CKB1 and CKB2, has many substrates including transcription factors and all RNA polymerases 	VII	458156	458992	1
YGL020C	-0.18	6.56e-19	131.64	116.15	GET1	Subunit of the GET complex; involved in insertion of proteins into the ER membrane; required for the retrieval of HDEL proteins from the Golgi to the ER in an ERD2 dependent fashion and for normal mitochondrial morphology and inheritance 	VII	457163	457870	-1
YGL021W	-0.33	1.74e-12	55.56	44.34	ALK1	Protein kinase; accumulation and phosphorylation are periodic during the cell cycle; phosphorylated in response to DNA damage; contains characteristic motifs for degradation via the APC pathway; similar to Alk2p and to mammalian haspins 	VII	454785	457067	1
YGL022W	-0.03	0.498	474.67	466.18	STT3	Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis 	VII	452404	454560	1
YGL023C	-0.38	1.15e-15	251.43	193.22	PIB2	Protein binding phosphatidylinositol 3-phosphate, involved in telomere-proximal repression of gene expression; similar to Fab1 and Vps27 	VII	450197	452104	-1
YGL024W	-0.63	5.2e-06	1.36	0.87	YGL024W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF PGD1/YGL025C 	VII	449788	450123	1
YGL025C	-0.01	0.797	62.9	62.24	PGD1	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor 	VII	448764	449957	-1
YGL026C	-0.29	4.64e-13	499.9	408.13	TRP5	Tryptophan synthase, catalyzes the last step of tryptophan biosynthesis; regulated by the general control system of amino acid biosynthesis 	VII	446412	448535	-1
YGL027C	-0.57	2.84e-67	260.09	174.88	CWH41	Processing alpha glucosidase I, ER type II integral membrane N-glycoprotein involved in assembly of cell wall beta 1,6 glucan and asparagine-linked protein glycosylation; also involved in ER protein quality control and sensing of ER stress 	VII	443642	446143	-1
YGL028C	1.67	0	46.39	147.05	SCW11	Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on its regulation by Ste12p 	VII	441281	442909	-1
YGL029W	0.6	6.19e-09	35.57	53.79	CGR1	Protein involved in nucleolar integrity and processing of the pre-rRNA for the 60S ribosome subunit; transcript is induced in response to cytotoxic stress but not genotoxic stress 	VII	440063	440425	1
YGL030W	0.3	7.74e-11	2226.66	2739.95	RPL30	Protein component of the large (60S) ribosomal subunit, has similarity to rat L30 ribosomal protein; involved in pre-rRNA processing in the nucleolus; autoregulates splicing of its transcript 	VII	439091	439638	1
YGL031C	0.25	2.16e-07	741.98	882.77	RPL24A	Ribosomal protein L30 of the large (60S) ribosomal subunit, nearly identical to Rpl24Bp and has similarity to rat L24 ribosomal protein; not essential for translation but may be required for normal translation rate 	VII	437467	437934	-1
YGL032C	-0.03	0.632	20.27	19.9	AGA2	Adhesion subunit of a-agglutinin of a-cells, C-terminal sequence acts as a ligand for alpha-agglutinin (Sag1p) during agglutination, modified with O-linked oligomannosyl chains, linked to anchorage subunit Aga1p via two disulfide bonds 	VII	436570	436833	-1
YGL033W	-0.77	1.44e-07	1.19	0.69	HOP2	Meiosis-specific protein that localizes to chromosomes, preventing synapsis between nonhomologous chromosomes and ensuring synapsis between homologs; complexes with Mnd1p to promote homolog pairing and meiotic double-strand break repair 	VII	435625	436351	1
YGL034C	-1.77	9.82e-70	3.73	1.1	YGL034C	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	VII	433214	433579	-1
YGL035C	-0.57	1.51e-44	277.65	186.79	MIG1	Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase 	VII	431548	433062	-1
YGL036W	-0.28	4.83e-13	158.78	130.6	YGL036W	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YGL036W is not an essential gene 	VII	428601	431330	1
YGL037C	0.35	4.16e-10	960.58	1221.41	PNC1	Nicotinamidase that converts nicotinamide to nicotinic acid as part of the NAD(+) salvage pathway, required for life span extension by calorie restriction; PNC1 expression responds to all known stimuli that extend replicative life span 	VII	427297	427947	-1
YGL038C	-0.11	0.000208	127.48	118.31	OCH1	Mannosyltransferase of the cis-Golgi apparatus, initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins 	VII	425362	426804	-1
YGL039W	0.2	1.47e-06	83.47	95.94	YGL039W	Oxidoreductase shown to reduce carbonyl compounds to chiral alcohols 	VII	423961	425007	1
YGL040C	0.47	1.62e-43	167.14	231.25	HEM2	Aminolevulinate dehydratase, a homo-octameric enzyme, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in heme biosynthesis; enzymatic activity is zinc-dependent; localizes to the cytoplasm and nucleus 	VII	419527	420555	-1
YGL041C-B	0.15	0.556	0.39	0.43	YGL041C-B	Putative protein of unknown function; identified by fungal homology and RT-PCR 	VII	418704	418886	-1
YGL041W-A	-0.22	1.54e-06	10.29	8.85	YGL041W-A	Putative protein of unknown function, conserved in fungi; identified by expression profiling and mass spectrometry 	VII	418825	419289	1
YGL042C	-0.22	1.24e-05	15.72	13.42	YGL042C	Dubious open reading frame, not conserved in closely related Saccharomyces species; deletion mutation blocks replication of Brome mosaic virus in S. cerevisiae, but this is likely due to effects on the overlapping gene DST1 	VII	418288	418593	-1
YGL043W	0.08	0.0102	64.18	67.95	DST1	General transcription elongation factor TFIIS, enables RNA polymerase II to read through blocks to elongation by stimulating cleavage of nascent transcripts stalled at transcription arrest sites 	VII	417483	418412	1
YGL044C	0.21	2.18e-13	58.67	67.8	RNA15	Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signa /.../omplex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping 	VII	416146	417036	-1
YGL045W	-0.31	2.38e-15	45.45	36.56	RIM8	Protein involved in proteolytic activation of Rim101p in response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family 	VII	414102	415730	1
YGL047W	-0.53	1.34e-19	64.94	44.91	ALG13	Catalytic component of UDP-GlcNAc transferase, required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases 	VII	411552	412160	1
YGL048C	-0.08	0.00308	371.45	352.08	RPT6	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle 	VII	410069	411286	-1
YGL049C	-0.13	1.79e-06	200.57	183.59	TIF4632	Translation initiation factor eIF4G, subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); associates with the poly(A)-binding protein Pab1p, also interacts with eIF4A (Tif1p); homologous to Tif4631p 	VII	406860	409604	-1
YGL050W	0.3	2.45e-18	33.55	41.27	TYW3	tRNA methyltransferase required for synthesis of wybutosine, a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions 	VII	405776	406597	1
YGL051W	0.01	0.742	18.27	18.53	MST27	Putative integral membrane protein, involved in vesicle formation; forms complex with Mst28p; member of DUP240 gene family; binds COPI and COPII vesicles 	VII	403687	404391	1
YGL052W	-0.2	0.000126	8.29	7.18	YGL052W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MST27 	VII	403437	403742	1
YGL053W	-0.22	7.11e-05	59.34	50.94	PRM8	Pheromone-regulated protein with 2 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; forms a complex with Prp9p in the ER; member of DUP240 gene family 	VII	402589	403302	1
YGL054C	0.06	0.054	115.58	120.42	ERV14	Protein localized to COPII-coated vesicles, involved in vesicle formation and incorporation of specific secretory cargo; required for the delivery of bud-site selection protein Axl2p to cell surface; related to Drosophila cornichon 	VII	400871	401287	-1
YGL055W	0.56	2.5e-32	984	1445.87	OLE1	Delta(9) fatty acid desaturase, required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria 	VII	398628	400160	1
YGL056C	0.09	0.0375	101.49	108.23	SDS23	One of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein, which is implicated in APC/cyclosome regulation; involved in cell separation during budding 	VII	396035	397618	-1
YGL057C	-0.23	3.28e-10	16.02	13.71	GEP7	Protein of unknown function; null mutant exhibits a respiratory growth defect and synthetic interactions with prohibitin (phb1) and gem1; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies 	VII	394966	395829	-1
YGL058W	0.06	0.0226	59.39	61.86	RAD6	Ubiquitin-conjugating enzyme (E2), involved in postreplication repair (as a heterodimer with Rad18p), DSBR and checkpoint control (as a heterodimer with Bre1p), ubiquitin-mediated N-end rule protein degradation (as a heterodimer with Ubr1p 	VII	393986	394504	1
YGL059W	0.1	0.0922	42.03	45.16	PKP2	Mitochondrial protein kinase that negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p 	VII	392223	393698	1
YGL060W	0.11	0.000997	31.82	34.33	YBP2	Central kinetochore associated protein that mediates mitotic progression; interacts with several central kinetochore proteins and the centromeric histone Cse4p; role in resistance to oxidative stress; similarity to Ybp1p and Slk19p 	VII	390065	391990	1
YGL061C	-0.16	5.34e-07	21.62	19.28	DUO1	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis 	VII	388968	389711	-1
YGL062W	-0.65	3.27e-49	312.6	198.71	PYC1	Pyruvate carboxylase isoform, cytoplasmic enzyme that converts pyruvate to oxaloacetate; highly similar to isoform Pyc2p but differentially regulated; mutations in the human homolog are associated with lactic acidosis 	VII	385196	388732	1
YGL063W	0.09	0.0921	33.01	35.24	PUS2	Mitochondrial tRNA:pseudouridine synthase; acts at positions 27 and 28, but not at position 72; efficiently and rapidly targeted to mitochondria, specifically dedicated to mitochondrial tRNA modification 	VII	383654	384766	1
YGL064C	0.24	1.89e-10	18.98	22.43	MRH4	Mitochondrial ATP-dependent RNA helicase of the DEAD-box family, plays an essential role in mitochondrial function 	VII	381523	383208	-1
YGL065C	-0.16	0.000144	49.61	44.26	ALG2	Mannosyltransferase that catalyzes two consecutive steps in the N-linked glycosylation pathway; alg2 mutants exhibit temperature-sensitive growth and abnormal accumulation of the lipid-linked oligosaccharide Man2GlcNAc2-PP-Dol 	VII	379760	381271	-1
YGL066W	0.09	0.00241	74.54	79.26	SGF73	SAGA complex subunit; has a role in anchoring the deubiquitination module into SAGA and SLIK complexes; involved in preinitiation complex assembly at promoters; human ortholog ataxin-7 is associated with spinocerebellar ataxia diseases; mutant displ /.../duced transcription elongation in the G-less-based run-on (GLRO) assay 	VII	377609	379582	1
YGL067W	0	0.974	57.33	57.27	NPY1	NADH diphosphatase (pyrophosphatase), hydrolyzes the pyrophosphate linkage in NADH and related nucleotides; localizes to peroxisomes 	VII	376101	377255	1
YGL068W	0.38	1.62e-20	21.32	27.76	MNP1	Protein associated with the mitochondrial nucleoid; putative mitochondrial ribosomal protein with similarity to E. coli L7/L12 ribosomal protein; required for normal respiratory growth 	VII	375087	375671	1
YGL069C	0.01	1	0.04	0.04	YGL069C	Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 92% of ORF overlaps the uncharacterized ORF YGL068W; deletion in cyr1 mutant results in loss of stress resistance 	VII	375050	375514	-1
YGL070C	0.31	1.25e-16	41.57	51.42	RPB9	RNA polymerase II subunit B12.6; contacts DNA; mutations affect transcription start site selection and fidelity of transcription 	VII	374459	374827	-1
YGL071W	-0.08	0.0257	75.07	70.96	AFT1	Transcription factor involved in iron utilization and homeostasis; binds the consensus site PyPuCACCCPu and activates the expression of target genes in response to changes in iron availability 	VII	372012	374084	1
YGL072C	0.3	0.159	0.28	0.35	YGL072C	Dubious open reading frame unlikely to encode a protein; partially overlaps the verified gene HSF1; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2 	VII	371003	371362	-1
