#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/deseq2.R /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq2/deseq2_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq2/deseq2_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//deseq2/deseq2_package_default.db
# Output created at: 07:04:09
GeneID	log2foldchange	significance	WT	Snf2	GeneName	Description	Chromosome	Start	End	Strand
YDL004W	0.27	6.49e-11	1088.84	1310.27	ATP16	Delta subunit of the central stalk of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated 	IV	443029	443511	1
YDL005C	0.02	0.64	912.79	927.01	MED2	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation 	IV	441014	442309	-1
YDL006W	-0.02	0.399	422.23	414.99	PTC1	Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p, inactivating osmosensing MAPK cascade; involved in Fus3p activation during pheromone response; deletion affects precursor tRNA splicing, mitochondrial inheritance, and sporulation 	IV	439909	440754	1
YDL007C-A	0.3	0.521	0.09	0.16	YDL007C-A	Putative protein of unknown function 	IV	436567	436824	-1
YDL007W	0.22	1.93e-13	3268.24	3799.33	RPT2	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; required for normal peptide hydrolysis by the core 20S particle 	IV	438047	439360	1
YDL008W	-0.14	0.0363	402.7	364.26	APC11	Catalytic core subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; contains a RING-H2  /.../ that is required for activity 	IV	433497	433994	1
YDL009C	1.06	4.51e-50	95.7	200.39	YDL009C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YDL010W; YDL009C is not an essential gene 	IV	432925	433248	-1
YDL010W	0.78	4.06e-44	175.11	303.07	GRX6	Cis-golgi localized monothiol glutaredoxin that binds an iron-sulfur cluster; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; functional overlap with GRX7 	IV	432330	433025	1
YDL011C	-0.09	0.848	0.35	0.32	YDL011C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the uncharacterized ORF YDL010W 	IV	432308	432631	-1
YDL012C	-0.08	0.188	688.8	653.35	YDL012C	Tail-anchored plasma membrane protein containing a conserved CYSTM module, possibly involved in response to stress; may contribute to non-homologous end-joining (NHEJ) based on ydl012c htz1 double null phenotype 	IV	431108	431517	-1
YDL013W	0.18	4.27e-18	643.7	729.85	SLX5	Subunit of the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex, stimulated by SUMO-modified substrates; contains a RING domain and two SIMs (SUMO-interacting motifs); forms SUMO-dependent nuclear foci, including DNA repair centers 	IV	429067	430926	1
YDL014W	-0.72	1.87e-38	7514.56	4565.85	NOP1	Nucleolar protein, component of the small subunit processome complex, which is required for processing of pre-18S rRNA; has similarity to mammalian fibrillarin 	IV	427364	428347	1
YDL015C	-0.21	1.88e-12	1711.58	1476.95	TSC13	Enoyl reductase that catalyzes the last step in each cycle of very long chain fatty acid elongation, localizes to the ER, highly enriched in a structure marking nuclear-vacuolar junctions, coimmunoprecipitates with elongases Fen1p and Sur4p 	IV	426002	426934	-1
YDL016C	0.02	0.709	202.25	204.6	YDL016C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF CDC7/YDL153C, the catalytic subunit of a complex that regulates DNA replication 	IV	425570	425872	-1
YDL017W	0.3	9.84e-28	224.46	274.9	CDC7	DDK (Dbf4-dependent kinase) catalytic subunit required for firing origins and replication fork progression in S phase through phosphorylation of Mcm2-7p complexes and Cdc45p; kinase activity correlates with cyclical DBF4 expression 	IV	424209	425732	1
YDL018C	0.54	1.64e-37	254.11	368.63	ERP3	Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport 	IV	422833	423510	-1
YDL019C	-0.21	1.07e-08	1799.67	1551.22	OSH2	Member of an oxysterol-binding protein family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability 	IV	417663	421514	-1
YDL020C	-0.13	0.00152	1183.27	1082.53	RPN4	Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses 	IV	415113	416708	-1
YDL021W	0.71	9.34e-34	150.87	247	GPM2	Homolog of Gpm1p phosphoglycerate mutase, which converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional derivative of a gene duplication event 	IV	413953	414888	1
YDL022C-A	0.04	0.911	0.66	0.73	YDL022C-A	Dubious open reading frame unlikely to encode a protein; partially overlaps the verified gene DIA3; identified by fungal homology and RT-PCR 	IV	409808	410056	-1
YDL022W	-1.26	1.72e-90	5393.32	2238.12	GPD1	NAD-dependent glycerol-3-phosphate dehydrogenase, key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; homolog of Gpd2p 	IV	411825	413000	1
YDL023C	-0.46	0.021	4.25	3	YDL023C	Dubious open reading frame, unlikely to encode a protein; not conserved in other Saccharomyces species; overlaps the verified gene GPD1; deletion confers sensitivity to GSAO; deletion in cyr1 mutant results in loss of stress resistance 	IV	411761	412081	-1
YDL024C	1.16	4.86e-93	37.63	83.8	DIA3	Protein of unknown function, involved in invasive and pseudohyphal growth 	IV	408451	409857	-1
YDL025C	-0.19	3.93e-05	824.66	719.94	RTK1	Putative protein kinase, potentially phosphorylated by Cdc28p; interacts with ribosome biogenesis factors, Cka2, Gus1 and Arc1 	IV	405344	407206	-1
YDL026W	0.16	0.665	0.68	0.77	YDL026W	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data 	IV	404749	405060	1
YDL027C	0.2	0.000666	458.5	527.47	YDL027C	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL027C is not an essential gene 	IV	403695	404957	-1
YDL028C	0.1	0.00755	355.6	381.77	MPS1	Dual-specificity kinase required for spindle pole body (SPB) duplication and spindle checkpoint function; substrates include SPB proteins Spc42p, Spc110p, and Spc98p, mitotic exit network protein Mob1p, and checkpoint protein Mad1p 	IV	400997	403291	-1
YDL029W	0.07	0.044	3129.54	3295.47	ARP2	Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity 	IV	399340	400638	1
YDL030W	0.07	0.0901	314.85	330.45	PRP9	Subunit of the SF3a splicing factor complex, required for spliceosome assembly; acts after the formation of the U1 snRNP-pre-mRNA complex 	IV	397537	399129	1
YDL031W	-0.73	3.69e-17	991.59	596.22	DBP10	Putative ATP-dependent RNA helicase of the DEAD-box protein family, constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis 	IV	394217	397204	1
YDL032W	0.19	0.698	0.08	0.13	YDL032W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene SLM3/YDL033C; YDL032W is not an essential gene 	IV	393690	394001	1
YDL033C	-0.71	9.08e-58	205.26	125.95	SLM3	tRNA-specific 2-thiouridylase, responsible for 2-thiolation of the wobble base of mitochondrial tRNAs; human ortholog is implicated in myoclonus epilepsy associated with ragged red fibers (MERRF) 	IV	392659	393912	-1
YDL034W	0.25	0.112	5.03	6.02	YDL034W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps with verified gene GPR1/YDL035C; YDL034W is not an essential gene 	IV	391783	392127	1
YDL035C	0.56	5.42e-115	787.67	1159.81	GPR1	Plasma membrane G protein coupled receptor (GPCR) that interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis 	IV	389172	392057	-1
YDL036C	0.05	0.358	247.2	256.21	PUS9	Mitochondrial tRNA:pseudouridine synthase, catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence 	IV	387513	388901	-1
YDL037C	-4.14	0	376.07	20.37	BSC1	Protein of unconfirmed function, similar to cell surface flocculin Muc1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression 	IV	384601	385587	-1
YDL039C	-3.08	0	2884.55	336.68	PRM7	Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements 	IV	381985	384081	-1
YDL040C	0.02	0.753	1535.26	1553.79	NAT1	Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p); N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing 	IV	378874	381438	-1
YDL041W	-0.18	0.693	0.43	0.36	YDL041W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene SIR2/YDL042C 	IV	378102	378455	1
YDL042C	-0.21	0.00022	268.66	232.59	SIR2	Conserved NAD+ dependent histone deacetylase of the Sirtuin family involved in regulation of lifespan; plays roles in silencing at HML, HMR, telomeres, and the rDNA locus; negatively regulates initiation of DNA replication 	IV	376757	378445	-1
YDL043C	-0.52	1.98e-58	245.32	171.2	PRP11	Subunit of the SF3a splicing factor complex, required for spliceosome assembly 	IV	375680	376480	-1
YDL044C	0.23	1.7e-13	154.16	181.26	MTF2	Mitochondrial matrix protein that interacts with an N-terminal region of mitochondrial RNA polymerase (Rpo41p) and couples RNA processing and translation to transcription 	IV	373967	375289	-1
YDL045C	0.21	9.46e-11	534.87	619.35	FAD1	Flavin adenine dinucleotide (FAD) synthetase, performs the second step in synthesis of FAD from riboflavin 	IV	372688	373608	-1
YDL045W-A	-0.14	0.000117	424.19	383.36	MRP10	Mitochondrial ribosomal protein of the small subunit; contains twin cysteine-x9-cysteine motifs 	IV	372248	372535	1
YDL046W	0.18	0.000179	2315.66	2619.48	NPC2	Functional homolog of human NPC2/He1, which is a cholesterol-binding protein whose deficiency causes Niemann-Pick type C2 disease involving retention of cholesterol in lysosomes 	IV	371240	371761	1
YDL047W	-0.04	0.133	1036.27	1005.2	SIT4	Type 2A-related serine-threonine phosphatase that functions in the G1/S transition of the mitotic cycle; cytoplasmic and nuclear protein that modulates functions mediated by Pkc1p including cell wall and actin cytoskeleton organization 	IV	369771	370706	1
YDL048C	-1.34	2.27e-233	2102.36	830.21	STP4	Protein containing a Kruppel-type zinc-finger domain; has similarity to Stp1p, Stp2p, and Stp3p 	IV	366739	368211	-1
YDL049C	-0.28	8.46e-06	352.68	289.76	KNH1	Protein with similarity to Kre9p, which is involved in cell wall beta 1,6-glucan synthesis; overproduction suppresses growth defects of a kre9 null mutant; required for propionic acid resistance 	IV	365068	365874	-1
YDL050C	-0.3	4.11e-06	51.43	41.63	YDL050C	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data 	IV	364446	364817	-1
YDL051W	-0.65	6.14e-44	848.29	539.71	LHP1	RNA binding protein required for maturation of tRNA and U6 snRNA precursors; acts as a molecular chaperone for RNAs transcribed by polymerase III; homologous to human La (SS-B) autoantigen 	IV	363952	364779	1
YDL052C	-0.34	3.21e-16	1595.52	1255.11	SLC1	1-acyl-sn-glycerol-3-phosphate acyltransferase, catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid, a key intermediate in lipid metabolism; enzymatic activity detected in lipid particles and microsomes 	IV	362672	363583	-1
YDL053C	-0.11	4.05e-05	648.04	601.04	PBP4	Pbp1p binding protein, interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay 	IV	361699	362256	-1
YDL054C	0.3	2.41e-09	510.65	629.66	MCH1	Protein with similarity to mammalian monocarboxylate permeases, which are involved in transport of monocarboxylic acids across the plasma membrane; mutant is not deficient in monocarboxylate transport 	IV	359825	361285	-1
YDL055C	-0.51	1.42e-28	16570.43	11621.84	PSA1	GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase), synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure 	IV	355674	356759	-1
YDL056W	0.23	5.15e-11	487.88	571.33	MBP1	Transcription factor involved in regulation of cell cycle progression from G1 to S phase, forms a complex with Swi6p that binds to MluI cell cycle box regulatory element in promoters of DNA synthesis genes 	IV	352877	355378	1
YDL057W	0.38	7.9e-12	185.54	240.54	YDL057W	Putative protein of unknown function; YDL057W is not an essential gene 	IV	351434	352420	1
YDL058W	0.32	1.82e-06	919.07	1148.89	USO1	Essential protein involved in the vesicle-mediated ER to Golgi transport step of secretion; binds membranes and functions during vesicle docking to the Golgi; required for assembly of the ER-to-Golgi SNARE complex 	IV	345665	351037	1
YDL059C	0.56	1.28e-43	171.81	252.9	RAD59	Protein involved in the repair of double-strand breaks in DNA during vegetative growth via recombination and single-strand annealing; anneals complementary single-stranded DNA; homologous to Rad52p 	IV	344237	344953	-1
YDL060W	-0.98	8.13e-31	1011.31	510.53	TSR1	Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p 	IV	341619	343985	1
YDL061C	-0.37	2.13e-06	5038.27	3887.78	RPS29B	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps29Ap and has similarity to rat S29 and E. coli S14 ribosomal proteins 	IV	340628	340798	-1
YDL062W	-1.07	1.58e-05	3.05	1.35	YDL062W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YDL063C; YDL062W is not essential 	IV	339857	340282	1
YDL063C	-1.14	1.04e-26	245.41	110.49	YDL063C	Protein required for biogenesis of the large ribosomal subunit; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus 	IV	338272	340134	-1
YDL064W	-0.03	0.489	499.03	489.05	UBC9	SUMO-conjugating enzyme involved in the Smt3p conjugation pathway; nuclear protein required for S- and M-phase cyclin degradation and mitotic control; involved in proteolysis mediated by the anaphase-promoting complex cyclosome (APCC) 	IV	337487	338070	1
YDL065C	0.09	0.0026	643.52	685.55	PEX19	Chaperone and import receptor for newly-synthesized class I peroxisomal membrane proteins (PMPs), binds PMPs in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane 	IV	336249	337277	-1
YDL066W	0.17	0.000114	1576.68	1770.42	IDP1	Mitochondrial NADP-specific isocitrate dehydrogenase, catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes 	IV	334835	336121	1
YDL067C	0.38	4.85e-17	483.3	630.05	COX9	Subunit VIIa of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain 	IV	334217	334396	-1
YDL068W	-0.02	0.951	2.1	2.02	YDL068W	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data 	IV	333500	333829	1
YDL069C	0.25	0.00452	76.31	90.82	CBS1	Mitochondrial translational activator of the COB mRNA; membrane protein that interacts with translating ribosomes, acts on the COB mRNA 5'-untranslated leader 	IV	333121	333810	-1
YDL070W	-0.61	1.88e-42	1770.46	1159.5	BDF2	Protein involved in transcription initiation at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p 	IV	331024	332940	1
YDL071C	-0.08	0.365	30.04	28.07	YDL071C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF BDF2/YDL070W 	IV	330666	331040	-1
YDL072C	0.21	9.82e-06	2461.87	2840.54	YET3	Protein of unknown function; YET3 null mutant decreases the level of secreted invertase; homolog of human BAP31 protein 	IV	329836	330447	-1
YDL073W	0.14	0.00929	573.25	631.53	YDL073W	Putative protein of unknown function; YDL073W is not an essential gene 	IV	326613	329567	1
YDL074C	0.07	0.21	929.96	977.16	BRE1	E3 ubiquitin ligase, forms heterodimer with Rad6p to monoubiquinate histone H2B-K123, which is required for the subsequent methylation of histone H3-K4 and H3-K79; required for DSBR, transcription, silencing, and checkpoint control 	IV	324047	326149	-1
YDL075W	-0.33	1.47e-28	11220.1	8920.98	RPL31A	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl31Bp and has similarity to rat L31 ribosomal protein; associates with the karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality 	IV	322226	322988	1
YDL076C	0.24	1.59e-21	569.94	673.57	RXT3	Subunit of the RPD3L complex; involved in histone deacetylation 	IV	320668	321552	-1
YDL077C	0.02	0.517	429.68	437.52	VAM6	Vacuolar protein that plays a critical role in the tethering steps of vacuolar membrane fusion by facilitating guanine nucleotide exchange on small guanosine triphosphatase Ypt7p 	IV	316971	320120	-1
YDL078C	0.01	0.878	2186.61	2193.94	MDH3	Peroxisomal malate dehydrogenase, catalyzes interconversion of malate and oxaloacetate; involved in the glyoxylate cycle 	IV	315357	316388	-1
YDL079C	-0.52	9.18e-13	861.84	599.21	MRK1	Glycogen synthase kinase 3 (GSK-3) homolog; one of four GSK-3 homologs in S. cerevisiae that function to activate Msn2p-dependent transcription of stress responsive genes and that function in protein degradation 	IV	312951	314748	-1
YDL080C	-0.28	1.22e-38	603.42	497.05	THI3	Probable alpha-ketoisocaproate decarboxylase, may have a role in catabolism of amino acids to long-chain and complex alcohols; required for expression of enzymes involved in thiamine biosynthesis 	IV	310642	312471	-1
YDL081C	-0.25	2.91e-12	10066.58	8437.24	RPP1A	Ribosomal stalk protein P1 alpha, involved in the interaction between translational elongation factors and the ribosome; accumulation of P1 in the cytoplasm is regulated by phosphorylation and interaction with the P2 stalk component 	IV	309802	310122	-1
YDL082W	-0.39	1.99e-36	6621.46	5061.39	RPL13A	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl13Bp; not essential for viability; has similarity to rat L13 ribosomal protein 	IV	308424	309388	1
YDL083C	-0.56	8.75e-36	10591.16	7193.71	RPS16B	Protein component of the small (40S) ribosomal subunit; identical to Rps16Ap and has similarity to E. coli S9 and rat S16 ribosomal proteins 	IV	306926	307789	-1
YDL084W	-0.19	1.6e-13	4746.98	4164.8	SUB2	Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56 	IV	305237	306577	1
YDL085C-A	0.38	2.16e-10	282.24	368.45	YDL085C-A	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus 	IV	302464	302670	-1
YDL085W	0.81	2.79e-25	80.37	141.19	NDE2	Mitochondrial external NADH dehydrogenase, catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p are involved in providing the cytosolic NADH to the mitochondrial respiratory chain 	IV	303211	304848	1
YDL086W	0.12	0.0464	605.34	655.48	YDL086W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL086W is not an essential gene 	IV	301413	302234	1
YDL087C	0.16	9.21e-05	293.47	327.83	LUC7	Essential protein associated with the U1 snRNP complex; splicing factor involved in recognition of 5' splice site; contains two zinc finger motifs; N-terminal zinc finger binds pre-mRNA 	IV	300214	300999	-1
YDL088C	-0.02	0.572	770.07	761.82	ASM4	Nuclear pore complex subunit, part of a subcomplex also containing Nup53p, Nup170p, and Pse1p 	IV	298417	300003	-1
YDL089W	0.06	0.224	340.12	354.31	NUR1	Protein of unknown function; interacts with Csm1p, Lrs4p; required for rDNA repeat stability; null mutant causes increase in unequal sister-chromatid exchange; GFP-fusion protein localizes to the nuclear periphery, possible Cdc28p substrate 	IV	296820	298274	1
YDL090C	0.48	1.04e-112	341.08	477.79	RAM1	Beta subunit of the CAAX farnesyltransferase (FTase) that prenylates the a-factor mating pheromone and Ras proteins; required for the membrane localization of Ras proteins and a-factor; homolog of the mammalian FTase beta subunit 	IV	295034	296329	-1
YDL091C	0.18	1.24e-06	403.36	455.69	UBX3	UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern 	IV	293392	294759	-1
YDL092W	0.02	0.319	682.76	694.22	SRP14	Signal recognition particle (SRP) subunit, interacts with the RNA component of SRP to form the Alu domain, which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14 	IV	292781	293221	1
YDL093W	0.01	0.841	462.2	465.43	PMT5	Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt3p, can instead interact with Pmt2p in some conditions; target for new antifungals 	IV	289909	292140	1
YDL094C	0.44	0.00169	19.81	27.21	YDL094C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verfied gene PMT5/YDL093W; YDL094C is not essential 	IV	289572	290081	-1
YDL095W	-0.04	0.182	2366.32	2296.54	PMT1	Protein O-mannosyltransferase, transfers mannose from dolichyl phosphate-D-mannose to protein Ser/Thr residues; 1 of 7 related proteins involved in O-glycosylation which is essential for cell wall rigidity; involved in ER quality control 	IV	287059	289512	1
YDL096C	-0.62	0.0138	2.44	1.55	OPI6	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene PMT1/YDL095W; YDL096C is not essential 	IV	286998	287324	-1
YDL097C	-0.06	0.0555	3525.66	3373.29	RPN6	Essential, non-ATPase regulatory subunit of the 26S proteasome lid required for the assembly and activity of the 26S proteasome; the human homolog (S9 protein) partially rescues Rpn6p depletion 	IV	285391	286695	-1
YDL098C	0.34	3.85e-14	128.47	162.73	SNU23	Component of U4/U6.U5 snRNP involved in mRNA splicing via spliceosome 	IV	284581	285165	-1
YDL099W	0.22	7.6e-09	1077.47	1258.28	BUG1	Cis-golgi localized protein involved in ER to Golgi transport; forms a complex with the mammalian GRASP65 homolog, Grh1p; mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes 	IV	283419	284444	1
YDL100C	0.08	0.0676	3119.62	3293.91	GET3	Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; subunit of the GET complex, which is involved in Golgi to ER trafficking and insertion of proteins into the ER membrane; has low-level ATPase activity 	IV	282112	283176	-1
YDL101C	0.02	0.47	237.34	240.39	DUN1	Cell-cycle checkpoint serine-threonine kinase required for DNA damage-induced transcription of certain target genes, phosphorylation of Rad55p and Sml1p, and transient G2/M arrest after DNA damage; also regulates postreplicative DNA repair 	IV	280307	281848	-1
YDL102W	-0.13	0.000561	417.86	383.64	POL3	Catalytic subunit of DNA polymerase delta; required for chromosomal DNA replication during mitosis and meiosis, intragenic recombination, repair of double strand DNA breaks, and DNA replication during nucleotide excision repair (NER) 	IV	276872	280165	1
YDL103C	0.24	3.97e-17	639.19	753.33	QRI1	UDP-N-acetylglucosamine pyrophosphorylase, catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis 	IV	275148	276581	-1
YDL104C	0.02	0.54	148.9	151.18	QRI7	Highly conserved mitochondrial protein, essential for t6A modification of mitochondrial tRNAs that decode ANN codons; similar to Kae1p and E. coli YgjD, both of which are also required for tRNA t6A modification 	IV	273653	274876	-1
YDL105W	0.52	9.58e-33	98.54	141.77	NSE4	Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair 	IV	272389	273597	1
YDL106C	0.11	0.00104	645.31	695.59	PHO2	Homeobox transcription factor; regulatory targets include genes involved in phosphate metabolism; binds cooperatively with Pho4p to the PHO5 promoter; phosphorylation of Pho2p facilitates interaction with Pho4p 	IV	270222	271901	-1
YDL107W	0.09	0.0792	214.92	229.43	MSS2	Peripherally bound inner membrane protein of the mitochondrial matrix involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p 	IV	268921	269976	1
YDL108W	-0.24	1.14e-17	371.5	315.13	KIN28	Serine/threonine protein kinase, subunit of the transcription factor TFIIH; involved in transcription initiation at RNA polymerase II promoters 	IV	267698	268699	1
YDL109C	-0.21	2.88e-08	188.74	163.12	YDL109C	Putative lipase; involved in lipid metabolism; YDL109C is not an essential gene 	IV	265258	267201	-1
YDL110C	0.03	0.7	2066.34	2109.06	TMA17	Protein of unknown function that associates with ribosomes; heterozygous deletion demonstrated increases in chromosome instability in a rad9 deletion background; protein abundance is decreased upon intracellular iron depletion 	IV	264512	264964	-1
YDL111C	-0.38	8.39e-20	625.61	480.29	RRP42	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp42p (EXOSC7) 	IV	263313	264110	-1
YDL112W	-0.42	5.66e-11	886.58	660.68	TRM3	2'-O-ribose methyltransferase, catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs 	IV	258915	263225	1
YDL113C	0.21	2.4e-07	585.2	679.17	ATG20	Sorting nexin family member required for the cytoplasm-to-vacuole targeting (Cvt) pathway and for endosomal sorting; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate 	IV	256633	258555	-1
YDL114W	0.3	0.0491	5.56	6.73	YDL114W	Putative protein of unknown function with similarity to acyl-carrier-protein reductases; YDL114W is not an essential gene 	IV	255604	256530	1
YDL114W-A	-0.28	0.0928	4.94	4.1	YDL114W-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; identified based on homology to hemiascomycetous yeasts 	IV	254935	255048	1
YDL115C	0.39	7.08e-22	442.06	581.36	IWR1	RNA polymerase II transport factor, conserved from yeast to humans; involved in both basal and regulated transcription from RNA polymerase II (RNAP II) promoters, but not itself a transcription factor; interacts with most of the RNAP II subunits; nu /.../ytoplasmic shuttling protein; deletion causes hypersensitivity to K1 killer toxin 	IV	253995	255126	-1
YDL116W	-0.03	0.491	623.78	612.54	NUP84	Subunit of the nuclear pore complex (NPC); forms a subcomplex with Nup85p, Nup120p, Nup145p-C, Sec13p, and Seh1p that plays a role in nuclear mRNA export, and NPC biogenesis; required also for transcription elongation as demonstrated by the G-less-b /.../un-on (GLRO) assay 	IV	251566	253746	1
YDL117W	0.25	2.82e-14	602.59	717.84	CYK3	SH3-domain protein located in the mother-bud neck and the cytokinetic actin ring; mutant phenotype and genetic interactions suggest a role in cytokinesis 	IV	248581	251238	1
YDL118W	0.55	2.74e-06	7.99	11.99	YDL118W	Non-essential protein of unconfirmed function; mutants are defective in telomere maintenance, and are synthetically sick or lethal with alpha-synuclein 	IV	247302	247682	1
YDL119C	0.56	3.19e-46	195.2	288.64	YDL119C	Putative mitochondrial transport protein; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in purified mitochondria 	IV	246689	247612	-1
YDL120W	-0.14	9.52e-09	582.76	527.08	YFH1	Mitochondrial matrix iron chaperone; oxidizes and stores iron; interacts with Isu1p to promote Fe-S cluster assembly; mutation results in multiple Fe/S-dependent enzyme deficiencies; human frataxin homolog is mutated in Friedrich's ataxia 	IV	245923	246447	1
YDL121C	0.33	9.26e-24	517.49	649.34	YDL121C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDL121C is not an essential protein 	IV	245133	245582	-1
