#
# This file created with command: /sw/opt/R/3.2.2/bin/Rscript /cluster/gjb_lab/pschofield/Projects/grna_dag/Github_cleanup/DE_tool_scripts/deseq.R /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq/deseq_package_default//R_exprsFile.txt /cluster/gjb_lab/pschofield/scratch/NOBACK//deseq/deseq_package_default//R_phenoFile.txt "                      "/cluster/gjb_lab/pschofield/scratch/NOBACK//deseq/deseq_package_default.db
# Output created at: 06:58:45
GeneID	log2foldchange	significance	mean.c1	mean.c2	GeneName	Description	Chromosome	Start	End	Strand
YMR013C	0.474801807895311	6.89455855175943e-18	150.827473139307	209.609055674899	SEC59	Dolichol kinase, catalyzes the terminal step in dolichyl monophosphate (Dol-P) biosynthesis; required for viability and for normal rates of lipid intermediate synthesis and protein N-glycosylation 	XIII	295179	296738	-1
YMR104C	0.45053954357299	7.33064828187631e-18	1234.99141036389	1687.67902874122	YPK2	Protein kinase with similarity to serine/threonine protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; homolog of mammalian kinase SGK 	XIII	473420	475453	-1
YIL051C	0.427123957334329	7.46281954811774e-18	3652.74501131021	4911.30018202951	MMF1	Mitochondrial protein required for transamination of isoleucine but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; interacts genetically with mitochondrial ribosomal protein genes 	IX	257843	258280	-1
YDR471W	0.422436583252315	8.33970166466009e-18	5431.57766803315	7279.341210067	RPL27B	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl27Ap and has similarity to rat L27 ribosomal protein 	IV	1401770	1402564	1
YPR112C	1.02058503642752	8.78841541674735e-18	391.116071751896	793.473398506777	MRD1	Essential conserved protein that is part of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains 	XVI	749256	751919	-1
YOL112W	-0.440833588024034	9.05876466151249e-18	709.811242217141	522.924199759187	MSB4	GTPase-activating protein of the Ras superfamily that acts primarily on Sec4p, localizes to the bud site and bud tip, has similarity to Msb3p; msb3 msb4 double mutation causes defects in secretion and actin organization 	XV	106710	108188	1
YJL010C	0.778850968461131	9.17773910762429e-18	294.094128180925	504.596062437948	NOP9	Essential subunit of U3-containing 90S preribosome involved in production of 18S rRNA and assembly of small ribosomal subunit; also part of pre-40S ribosome and required for its export into cytoplasm; binds RNA and contains pumilio domain 	X	417562	419562	-1
YLR048W	0.416667525149534	9.32927354024755e-18	9141.14923825814	12201.9775769884	RPS0B	Protein component of the small (40S) ribosomal subunit, nearly identical to Rps0Ap; required for maturation of 18S rRNA along with Rps0Ap; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal 	XII	242232	243349	1
snR44	0.644169165241097	9.39144342960392e-18	124.592019317341	194.717267188373	SNR44	H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U1056 and small subunit (SSU) rRNA at position U106 	XII	856710	856920	1
YMR250W	1.02238455098269	1.04064729011913e-17	715.668031169892	1453.71755405196	GAD1	Glutamate decarboxylase, converts glutamate into gamma-aminobutyric acid (GABA) during glutamate catabolism; involved in response to oxidative stress 	XIII	770801	772558	1
YHR140W	0.673710857078124	1.11050153684815e-17	30.8989728085149	49.2891374959981	YHR140W	Putative integral membrane protein of unknown function 	VIII	380572	381291	1
YNL133C	-0.593336116503899	1.11050153684815e-17	130.968036386608	86.8067201802756	FYV6	Protein of unknown function, required for survival upon exposure to K1 killer toxin; proposed to regulate double-strand break repair via non-homologous end-joining 	XIV	374171	374692	-1
YJR058C	-0.423239624995131	1.18479819582722e-17	754.022363081444	562.310773075386	APS2	Small subunit of the clathrin-associated adaptor complex AP-2, which is involved in protein sorting at the plasma membrane; related to the sigma subunit of the mammalian plasma membrane clathrin-associated protein (AP-2) complex 	X	544732	545175	-1
YOR128C	1.28441169816692	1.18479819582722e-17	1110.50200187294	2704.99080840399	ADE2	Phosphoribosylaminoimidazole carboxylase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway; red pigment accumulates in mutant cells deprived of adenine 	XV	564476	566191	-1
YCL044C	-0.452061665025949	1.20167924067718e-17	562.512278522826	411.195057254564	MGR1	Subunit of the mitochondrial (mt) i-AAA protease supercomplex, which degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr3p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA 	III	47111	48364	-1
YGR296W	-0.427652952272366	1.20837897157679e-17	995.385454681962	740.039538855213	YRF1-3	Helicase encoded by the Y' element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p 	VII	1084864	1090591	1
YPL183C	0.754255872311036	1.23701541504272e-17	289.95758009218	489.089240165287	RTT10	WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; has a role in regulation of Ty1 transposition; human ortholo /.../DR6 	XVI	199495	202536	-1
YDR021W	0.998898616541272	1.25611286877982e-17	60.9274413764885	121.761891696305	FAL1	Nucleolar protein required for maturation of 18S rRNA, member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases 	IV	486804	488003	1
YER091C	-0.941076043877031	1.28045167578322e-17	7030.15852019199	3661.61771416019	MET6	Cobalamin-independent methionine synthase, involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate, similar to bacterial metE homologs 	V	339864	342167	-1
YDL171C	0.506586301124219	1.29618351557378e-17	2324.941510419	3303.00859388785	GLT1	NAD(+)-dependent glutamate synthase (GOGAT), synthesizes glutamate from glutamine and alpha-ketoglutarate; with Gln1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source 	IV	149203	155640	-1
YJL211C	-0.886015661249671	1.34005509566903e-17	83.3488357105959	45.1005924548246	YJL211C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL210W/PEX2 	X	36757	37200	-1
YOR293W	0.51992318109099	1.36088304683634e-17	7770.43305084721	11141.8599683199	RPS10A	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps10Bp and has similarity to rat ribosomal protein S10 	XV	867098	867852	1
YOR116C	0.523480953901091	1.56205283235212e-17	913.680126142524	1313.34143984491	RPO31	RNA polymerase III largest subunit C160, part of core enzyme; similar to bacterial beta-prime subunit and to RPA190 and RPO21 	XV	539763	544145	-1
YGL016W	0.438312324724397	1.56863470214138e-17	280.321439373423	379.840677313064	KAP122	Karyopherin beta, responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance 	VII	461666	464911	1
YGR190C	0.834763544470246	1.56863470214138e-17	16.6781093786524	29.7464870059802	YGR190C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene HIP1/YGR191W 	VII	880296	880661	-1
YPR111W	-0.474383501702908	1.62877698225665e-17	243.046932815989	174.938936219475	DBF20	Ser/Thr kinase involved in late nuclear division, one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis 	XVI	747306	749000	1
YOL155W-A	0.896568809412015	1.63488007547185e-17	12.3319013417362	22.9574763933824	YOL155W-A	Putative protein of unknown function; identified by expression profiling and mass spectrometry 	XV	27084	27218	1
YGR210C	0.411213628182388	1.64052538999109e-17	1190.22213571306	1582.76216333771	YGR210C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	VII	913503	914738	-1
YJR123W	0.418495269272295	1.67714443401498e-17	26128.8969584253	34922.1284401192	RPS5	Protein component of the small (40S) ribosomal subunit, the least basic of the non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; has similarity to E. coli S7 and rat S5 ribosomal proteins 	X	651901	652578	1
YIL159W	-0.491138218518885	1.68344097332487e-17	228.491150106395	162.563128233096	BNR1	Formin, nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables, functionally redundant with BNI1 	IX	41825	45952	1
YPR144C	0.571134103665782	1.74421083642124e-17	268.517532378441	398.934085100548	NOC4	Nucleolar protein, forms a complex with Nop14p that mediates maturation and nuclear export of 40S ribosomal subunits 	XVI	819765	821423	-1
YLR196W	0.704898712258621	1.86511092828733e-17	1182.1687521325	1926.97079199878	PWP1	Protein with WD-40 repeats involved in rRNA processing; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily 	XII	543968	545698	1
YKL067W	-0.399789268305694	2.01862346907211e-17	2424.13312547142	1837.41773733193	YNK1	Nucleoside diphosphate kinase, catalyzes the transfer of gamma phosphates from nucleoside triphosphates, usually ATP, to nucleoside diphosphates by a mechanism that involves formation of an autophosphorylated enzyme intermediate 	XI	314812	315273	1
YDR430C	0.431126423532311	2.04561102141459e-17	692.659968466355	933.903653051206	CYM1	Lysine-specific metalloprotease of the mitochondrial intermembrane space, member of the pitrilysin family; degrades proteins and presequence peptides cleaved from imported proteins; required for normal mitochondrial morphology 	IV	1325501	1328470	-1
YJL104W	0.42535926987237	2.19323475399801e-17	483.456726212505	649.237364335331	PAM16	Constituent of the import motor (PAM complex) component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); forms a 1:1 subcomplex with Pam18p and inhibits its cochaperone activity; contains a J-like domain 	X	227327	227776	1
YAL016C-B	-0.77198948378741	2.27304622313935e-17	67.1299380781331	39.3119200255191	YAL016C-B	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	I	124307	124492	-1
YLR038C	-0.425222146920342	2.41824507794526e-17	499.614192653122	372.074704861255	COX12	Subunit VIb of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; required for assembly of cytochrome c oxidase but not required for activity after assembly; phosphorylated 	XII	224921	225172	-1
YKL151C	-0.501950005523051	2.44619567496878e-17	1678.16229817795	1185.03711344564	YKL151C	NADHX dehydratase; converts (S)-NADHX to NADH in an ATP-dependent manner; homologous to Carkd in mammals, and the C-terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes, prokaryotes and archaea; YKL151C promoter contains STREs (stre /.../ponse elements) and expression is induced by heat shock or methyl methanesulfonate; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm 	XI	164917	165930	-1
YER169W	0.424333175392796	2.47829179900961e-17	448.699814661679	602.133658087966	RPH1	JmjC domain-containing histone demethylase; specifically demethylates H3K36 tri- and dimethyl modification states; associates with actively transcribed (RNA polymerase II) regions in vivo and specifically targets H3K36 in its trimethylation state as /.../ubstrate; transcriptional repressor of PHR1; Rph1p phosphorylation during DNA damage is under control of the MEC1-RAD53 pathway 	V	523369	525759	1
YOL021C	0.405705339250045	2.51666166082415e-17	988.032084026253	1308.88208674362	DIS3	Exosome core complex catalytic subunit; possesses both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase R and to human DIS3 	XV	282421	285426	-1
YMR220W	0.424015647739425	2.5353545223531e-17	748.886121696462	1004.74814012287	ERG8	Phosphomevalonate kinase, an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate 	XIII	712316	713671	1
YMR179W	-0.467813092870791	2.85410310903957e-17	313.068864379239	226.367515662724	SPT21	Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2, but not required at the other histone loci; functionally related to Spt10p 	XIII	619858	622134	1
YGL256W	0.434674256356271	2.89527216155105e-17	568.503593531681	768.392653061133	ADH4	Alcohol dehydrogenase isoenzyme type IV, dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency 	VII	15159	16307	1
YNR012W	0.699191408256048	2.92103451332825e-17	176.340148800548	286.304905702748	URK1	Uridine/cytidine kinase, component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP; involved in the pyrimidine deoxyribonucleotide salvage pathway, converting deoxycytidine into dCMP 	XIV	647432	648937	1
YER015W	0.542660426488519	2.98550110788083e-17	208.143064516975	303.192888315113	FAA2	Medium chain fatty acyl-CoA synthetase, activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains, C9:0-C13:0; localized to the peroxisome 	V	184541	186775	1
YLR009W	0.910979359661264	3.15293062243934e-17	499.01929591085	938.316712740664	RLP24	Essential protein with similarity to Rpl24Ap and Rpl24Bp, associated with pre-60S ribosomal subunits and required for ribosomal large subunit biogenesis 	XII	166537	167136	1
YJL147C	-0.490189748725113	3.16887318453237e-17	189.313248405527	134.778056523405	YJL147C	Mitochondrial protein of unknown function; homozygous diploid deletion strain has a sporulation defect characterized by elevated dityrosine in the soluble fraction; expression induced by calcium shortage; YJL147W is a non-essential gene 	X	141419	142567	-1
YDR181C	-0.449757825637397	3.28675735905817e-17	488.101759604891	357.37138641302	SAS4	Subunit of the SAS complex (Sas2p, Sas4p, Sas5p), which acetylates free histones and nucleosomes and regulates transcriptional silencing; required for the HAT activity of Sas2p 	IV	825910	827355	-1
YPL131W	0.408385609978395	3.2995243281823e-17	20530.4814541432	27248.051559324	RPL5	Protein component of the large (60S) ribosomal subunit with similarity to E. coli L18 and rat L5 ribosomal proteins; binds 5S rRNA and is required for 60S subunit assembly 	XVI	303121	304014	1
YMR205C	0.416637462544933	3.38856460808123e-17	7267.94167359237	9701.34181982455	PFK2	Beta subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes 	XIII	671887	674766	-1
YBR181C	0.409235033219481	3.39124523338268e-17	8134.77224335185	10802.826929518	RPS6B	Protein component of the small (40S) ribosomal subunit; identical to Rps6Ap and has similarity to rat S6 ribosomal protein 	II	591712	592774	-1
YIR038C	-0.422948140550285	3.48404049217698e-17	1154.84742166753	861.399335009563	GTT1	ER associated glutathione S-transferase capable of homodimerization; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p, Grx1p, and Grx2p 	IX	423809	424513	-1
YBL066C	-0.454193639729473	3.56738070025355e-17	415.725752647874	303.445721788819	SEF1	Putative transcription factor, has homolog in Kluyveromyces lactis 	II	96669	100115	-1
YDR232W	0.416878025282553	3.57919607488408e-17	1477.55700406424	1972.59094442386	HEM1	5-aminolevulinate synthase, catalyzes the first step in the heme biosynthetic pathway; an N-terminal signal sequence is required for localization to the mitochondrial matrix; expression is regulated by Hap2p-Hap3p 	IV	927452	929098	1
YDR036C	0.440926701474509	3.6720304026867e-17	451.861055307944	613.390542116316	EHD3	3-hydroxyisobutyryl-CoA hydrolase, member of a family of enoyl-CoA hydratase/isomerases; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; phosphorylated; mutation affects fluid-phase endocytosis 	IV	523211	524713	-1
YJL214W	0.542911483755234	3.69220001490482e-17	66.4374791326764	96.7934093048733	HXT8	Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose 	X	26887	28596	1
YOL056W	0.437911680586919	3.72572319574295e-17	395.843159507777	536.225787487988	GPM3	Homolog of Gpm1p phosphoglycerate mutase, which converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional derivative of a gene duplication event 	XV	223268	224179	1
YGR258C	-0.44196767380703	3.73566483507653e-17	908.250487186035	668.590363215383	RAD2	Single-stranded DNA endonuclease, cleaves single-stranded DNA during nucleotide excision repair to excise damaged DNA; subunit of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPG protein 	VII	1007671	1010766	-1
YPL132W	0.454577441007519	3.75856661892211e-17	200.508343172705	274.772897523269	COX11	Mitochondrial inner membrane protein required for delivery of copper to the Cox1p subunit of cytochrome c oxidase; association with mitochondrial ribosomes suggests that copper delivery may occur during translation of Cox1p 	XVI	301716	302618	1
YMR302C	-0.423104816962942	3.7713295248049e-17	1174.41429183032	875.899112829379	YME2	Integral inner mitochondrial membrane protein with a role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases 	XIII	870073	872625	-1
YFR012W-A	-1.47254890310492	3.78505034928968e-17	10.8242822637461	3.9004769779139	YFR012W-A	Putative protein of unknown function; identified by homology 	VI	169224	169310	1
YER165W	0.405789361518796	3.96962257944205e-17	4851.27351762827	6427.03301483925	PAB1	Poly(A) binding protein, part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G 	V	510373	512106	1
YOR374W	-0.558425502426212	3.97548457640664e-17	11474.2622772105	7791.51562858974	ALD4	Mitochondrial aldehyde dehydrogenase, required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed 	XV	1039840	1041399	1
YMR230W	0.421438945048342	3.99959437511131e-17	4443.92481828482	5951.5826191133	RPS10B	Protein component of the small (40S) ribosomal subunit; nearly identical to Rps10Ap and has similarity to rat ribosomal protein S10 	XIII	732414	733141	1
YDL204W	0.96382957087393	4.05121171785749e-17	285.341840583233	556.553694285225	RTN2	Protein of unknown function; has similarity to mammalian reticulon proteins; member of the RTNLA (reticulon-like A) subfamily 	IV	94605	95786	1
YLR181C	-0.424690208935251	4.08845970834637e-17	850.433515380426	633.571853660433	VTA1	Multivesicular body (MVB) protein involved in endosomal protein sorting; regulates Vps4p activity by promoting its oligomerization; has an N-terminal Vps60- and Did2- binding domain, a linker region, and a C-terminal Vps4p binding domain 	XII	516678	517670	-1
YIL018W	0.433209229092009	4.2945440825489e-17	21939.4194413072	29623.3454775394	RPL2B	Protein component of the large (60S) ribosomal subunit, identical to Rpl2Ap and has similarity to E. coli L2 and rat L8 ribosomal proteins; expression is upregulated at low temperatures 	IX	316768	317932	1
YIL110W	0.438449910533512	4.43532578428397e-17	269.642240560378	365.405013600431	HPM1	AdoMet-dependent methyltransferase involved in a novel 3-methylhistidine modification of ribosomal protein Rpl3p; seven beta-strand MTase family member; null mutant exhibits a weak vacuolar protein sorting defect and caspofungin resistance 	IX	156045	157178	1
YFL008W	-0.559463053237719	4.65348439911223e-17	756.826522446151	513.548166140936	SMC1	Subunit of the multiprotein cohesin complex, essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure 	VI	119429	123106	1
YNL069C	0.410074442747814	4.84745635671126e-17	7589.90602184405	10085.1208381483	RPL16B	N-terminally acetylated protein component of the large (60S) ribosomal subunit, binds to 5.8 S rRNA; has similarity to Rpl16Ap, E. coli L13 and rat L13a ribosomal proteins; transcriptionally regulated by Rap1p 	XIV	493956	495001	-1
YGR011W	-0.650010635367329	4.92621789256938e-17	48.1944801894697	30.7131670373491	YGR011W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data 	VII	512497	512823	1
YAL035W	0.398257378958903	4.93764562659861e-17	3854.54015229306	5079.95647284867	FUN12	GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2 	I	76427	79435	1
YLR385C	1.21206792597779	5.16128513699626e-17	5.46939821373013	12.6709257777078	SWC7	Protein of unknown function, component of the Swr1p complex that incorporates Htz1p into chromatin 	XII	892992	893390	-1
YBL081W	0.675013281793208	5.17567769055288e-17	518.229579180258	827.411290953575	YBL081W	Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport 	II	71866	72972	1
YHR069C	0.564396186122973	5.30048716584833e-17	299.96230320159	443.5747955503	RRP4	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain RNA binding domains; has similarity to human hRrp4p (EXOSC2) 	VIII	233579	234658	-1
YDR496C	1.01008170960977	5.32906301392618e-17	454.896187616795	916.172369229443	PUF6	Pumilio-homology domain protein that binds the 3' UTR of ASH1 mRNA and represses its translation, resulting in proper asymmetric localization of ASH1 mRNA; also co-sediments with the 60S ribosomal subunit and is required for its biogenesis 	IV	1441433	1443403	-1
YDR315C	-0.462930336327152	5.53000308024824e-17	194.530582862043	141.134104150609	IPK1	Inositol 1,3,4,5,6-pentakisphosphate 2-kinase, nuclear protein required for synthesis of 1,2,3,4,5,6-hexakisphosphate (phytate), which is integral to cell function; has 2 motifs conserved in other fungi; ipk1 gle1 double mutant is inviable 	IV	1092741	1093586	-1
YLR311C	-1.65109031860865	5.6743671916099e-17	26.4479674386059	8.42101789202469	YLR311C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data 	XII	757265	757612	-1
YEL045C	0.936109608582575	5.90288147703066e-17	74.7879636624414	143.096423653774	YEL045C	Dubious open reading frame unlikely to encode a protein based on available experimental and comparative sequence data; deletion gives MMS sensitivity, growth defect under alkaline conditions, less than optimal growth upon citric acid stress 	V	68840	69265	-1
YDR052C	-0.441712349180267	6.2260995118246e-17	863.575460474358	635.816254386062	DBF4	Regulatory subunit of Cdc7p-Dbf4p kinase complex, required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated 	IV	558511	560625	-1
YBL074C	0.579091663424545	6.47345043754061e-17	47.9077011720478	71.5697158366153	AAR2	Component of the U5 snRNP, required for splicing of U3 precursors; originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron 	II	86722	87789	-1
YDR161W	0.617095796845749	6.5384629319905e-17	527.280863340423	808.735216180451	YDR161W	Putative protein of unknown function; non-essential gene; proposed function in rRNA and ribosome biosynthesis based on transcriptional co-regulation; genetic interactions suggest a role in ER-associated protein degradation (ERAD) 	IV	779043	780206	1
YAL053W	-0.395463484108944	6.85824483395188e-17	4619.10226847384	3511.64986133275	FLC2	Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance 	I	45899	48250	1
YFL014W	1.84821716413845	6.99747470208628e-17	25.7911078364848	92.8621644815292	HSP12	Plasma membrane protein involved in maintaining membrane organization in stress conditions; induced by heat shock, oxidative stress, osmostress, stationary phase, glucose depletion, oleate and alcohol; regulated by HOG and Ras-Pka pathways 	VI	107256	107585	1
YNR063W	0.578291163294939	7.00998115216466e-17	40.2252287311456	60.0594718335385	YNR063W	Putative zinc-cluster protein of unknown function 	XIV	746943	748766	1
YJR104C	0.694099291906681	7.04133267685877e-17	12802.0294919917	20712.0711910689	SOD1	Cytosolic copper-zinc superoxide dismutase; some mutations are analogous to those that cause ALS (amyotrophic lateral sclerosis) in humans 	X	622550	623014	-1
YER138W-A	0.866337544706064	7.15616073513354e-17	22.5761752533838	41.1570231472231	YER138W-A	Putative protein of unknown function 	V	449474	449578	1
YKL023C-A	0.510357337897944	8.62640684809751e-17	211.410743848845	301.134089119791	YKL023C-A	Putative protein of unknown function 	XI	393146	393373	-1
YLR193C	-0.443097524404619	8.62640684809751e-17	379.77102682672	279.341964463645	UPS1	Mitochondrial intermembrane space protein that regulates mitochondrial cardiolipin levels, null has defects in Mgm1p processing, integrity of mitochondrial inner membrane complexes, and mitochondrial morphology; ortholog of human PRELI 	XII	540009	540536	-1
YHR144C	0.460527838561464	8.6851512921872e-17	177.392539893795	244.100149389662	DCD1	Deoxycytidine monophosphate (dCMP) deaminase required for dCTP and dTTP synthesis; expression is NOT cell cycle regulated 	VIII	387788	388726	-1
YGL089C	-0.512842813281243	8.92446696921825e-17	120.452774213468	84.4181318415489	MF(ALPHA)2	Mating pheromone alpha-factor, made by alpha cells; interacts with mating type a cells to induce cell cycle arrest and other responses leading to mating; also encoded by MF(ALPHA)1, which is more highly expressed than MF(ALPHA)2 	VII	344791	345153	-1
YDR421W	-0.423750992767418	9.64561804264121e-17	622.143077084746	463.797617482546	ARO80	Zinc finger transcriptional activator of the Zn2Cys6 family; activates transcription of aromatic amino acid catabolic genes in the presence of aromatic amino acids 	IV	1312040	1314892	1
YNL012W	0.529649169053424	9.67172318138666e-17	83.4052623568769	120.402010759275	SPO1	Meiosis-specific prospore protein; required for meiotic spindle pole body duplication and separation; required to produce bending force necessary for proper prospore membrane assembly during sporulation; has similarity to phospholipase B 	XIV	609686	611665	1
YMR080C	0.407972331485086	9.74518258432273e-17	1057.09552962629	1402.57516729187	NAM7	ATP-dependent RNA helicase of the SFI superfamily involved in nonsense mediated mRNA decay; required for efficient translation termination at nonsense codons and targeting of NMD substrates to P-bodies; involved in telomere maintenance 	XIII	426712	429627	-1
YNL002C	0.783978730922982	1.01149835334434e-16	652.128489980831	1122.88243395388	RLP7	Nucleolar protein with similarity to large ribosomal subunit L7 proteins; constituent of 66S pre-ribosomal particles; plays an essential role in processing of precursors to the large ribosomal subunit RNAs 	XIV	626174	627142	-1
YML066C	-0.480613665862425	1.02443052669656e-16	172.452283835183	123.591846414445	SMA2	Meiosis-specific prospore membrane protein; required to produce bending force necessary for proper assembly of the prospore membrane during sporulation 	XIII	140424	141533	-1
YDR280W	0.409755989123541	1.07081130198904e-16	710.319423312057	943.631726156419	RRP45	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp45p (PM/SCL-75, EXOSC9) 	IV	1020747	1021664	1
YKL061W	-0.464987737432899	1.08821569223886e-16	228.201481046644	165.326778042763	BLI1	Putative protein of unknown function; likely member of BLOC complex involved in endosomal cargo sorting; green fluorescent protein (GFP)-fusion protein localizes to the endosome 	XI	325771	326112	1
YMR229C	0.714918746171401	1.13667312508111e-16	1093.12710080279	1794.24873421299	RRP5	RNA binding protein with preference for single stranded tracts of U's involved in synthesis of both 18S and 5.8S rRNAs; component of both the ribosomal small subunit (SSU) processosome and the 90S preribosome 	XIII	725934	731123	-1
YLL026W	0.894419882291885	1.13913765847174e-16	5526.69052589293	10273.3565157827	HSP104	Heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation 	XII	88623	91349	1
YLR096W	0.397177242174563	1.15675292171742e-16	809.946113075079	1066.64128442128	KIN2	Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; closely related to Kin1p 	XII	332590	336033	1
YFL017W-A	-0.456988617170953	1.21574062105432e-16	274.740970800985	200.150254678705	SMX2	Core Sm protein Sm G; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx3p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm G 	VI	103699	103932	1
YMR043W	0.57950827591468	1.25682191985955e-16	1242.18794606061	1856.25093069784	MCM1	Transcription factor involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes 	XIII	353871	354731	1
YLR012C	-1.51295070653464	1.27185935547162e-16	7.30731286929038	2.56043737390627	YLR012C	Putative protein of unknown function; YLR012C is not an essential gene 	XII	169982	170281	-1
YBR157C	0.440776896938231	1.27730158571946e-16	245.805671584629	333.640656217951	ICS2	Protein of unknown function; null mutation does not confer any obvious defects in growth, spore germination, viability, or carbohydrate utilization 	II	553543	554310	-1
YGR154C	0.468262969164769	1.27730158571946e-16	140.043042417855	193.741535209261	GTO1	Omega-class glutathione transferase; induced under oxidative stress; putative peroxisomal localization 	VII	796798	797868	-1
YJL173C	-0.421180452950053	1.29226858388093e-16	674.211107884541	503.509829769499	RFA3	Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination 	X	96161	96529	-1
